gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
DBILCEMK_CDS_0001	178	2721	+	LC680885	-1.0481674254085129e+28	20751	250.0	0.242	1.425e-70	MF360957_p152	20751	343.724152	4.460269320542257e-102	No_custom_HMM	No_custom_HMM	No_custom_HMM	20751	PHANOTATE_1.5.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DBILCEMK_CDS_0002	2775	3563	+	LC680885	-441455824.86521375	19418	135.0	0.356	1.352e-37	NC_016163_p234	19418	213.746246	7.270300346679676e-63	No_custom_HMM	No_custom_HMM	No_custom_HMM	19418	PHANOTATE_1.5.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DBILCEMK_CDS_0003	3823	3605	-	LC680885	-8.856034598480198	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DBILCEMK_CDS_0004	3893	4561	+	LC680885	-5563941.09700392	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DBILCEMK_CDS_0005	4579	5163	+	LC680885	-126443880.19000404	21672	121.0	0.447	2.21e-33	NC_016163_p47	21672	143.934189	1.0351498058448277e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	21672	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DBILCEMK_CDS_0006	5269	5171	-	LC680885	-2.2156419234735583	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DBILCEMK_CDS_0007	5364	5266	-	LC680885	-1.0258571956569087	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DBILCEMK_CDS_0008	6252	5539	-	LC680885	-18147049.687734723	18911	180.0	0.426	3.348e-53	MF360957_p307	18911	214.829727	2.628638436540717e-63	No_custom_HMM	No_custom_HMM	No_custom_HMM	18911	PHANOTATE_1.5.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DBILCEMK_CDS_0009	6912	6277	-	LC680885	-9803904.741608072	3014	44.0	0.256	5.939e-07	MG655268_p171	207	52.571911	7.604157271083778e-14	No_custom_HMM	No_custom_HMM	No_custom_HMM	3014	PHANOTATE_1.5.1	CDS	#3e83f6	head maturation protease	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DBILCEMK_CDS_0010	7069	6938	-	LC680885	-0.0809704262078616	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
