locus_tag	ftype	length_bp	gene	EC_number	COG	product
ON107264_00001	CDS	150				unannotated protein
ON107264_00002	CDS	159				unannotated protein
ON107264_00003	CDS	1218				unannotated protein
ON107264_00004	CDS	855				unannotated protein
ON107264_00005	CDS	918				unannotated protein
ON107264_00006	CDS	603				unannotated protein
ON107264_00007	CDS	1797				unannotated protein
ON107264_00008	CDS	270				unannotated protein
ON107264_00009	CDS	204				unannotated protein
ON107264_00010	CDS	240				unannotated protein
ON107264_00011	CDS	273				unannotated protein
ON107264_00012	CDS	327				unannotated protein
ON107264_00013	CDS	198				unannotated protein
ON107264_00014	CDS	333				unannotated protein
ON107264_00015	CDS	234				unannotated protein
ON107264_00016	CDS	276				unannotated protein
ON107264_00017	CDS	636				unannotated protein
ON107264_00018	CDS	231				unannotated protein
ON107264_00019	CDS	513				unannotated protein
ON107264_00020	CDS	180				unannotated protein
ON107264_00021	CDS	252				unannotated protein
ON107264_00022	CDS	216				unannotated protein
ON107264_00023	CDS	132				unannotated protein
ON107264_00024	CDS	393				unannotated protein
ON107264_00025	CDS	1152				unannotated protein
ON107264_00026	CDS	132				unannotated protein
ON107264_00027	CDS	156				unannotated protein
ON107264_00028	CDS	207				unannotated protein
ON107264_00029	CDS	246				unannotated protein
ON107264_00030	CDS	198				unannotated protein
ON107264_00031	CDS	1062				unannotated protein
ON107264_00032	CDS	1347				unannotated protein
ON107264_00033	CDS	972				unannotated protein
ON107264_00034	CDS	222				unannotated protein
ON107264_00035	CDS	336				unannotated protein
ON107264_00036	CDS	240				unannotated protein
ON107264_00037	CDS	240				unannotated protein
ON107264_00038	CDS	282				unannotated protein
ON107264_00039	CDS	381				unannotated protein
ON107264_00040	CDS	348				unannotated protein
ON107264_00041	CDS	432				unannotated protein
ON107264_00042	CDS	687				unannotated protein
ON107264_00043	CDS	735				unannotated protein
ON107264_00044	CDS	348				unannotated protein
ON107264_00045	CDS	180				unannotated protein
ON107264_00046	CDS	195				unannotated protein
ON107264_00047	CDS	393				unannotated protein
ON107264_00048	CDS	237				unannotated protein
ON107264_00049	CDS	672				unannotated protein
ON107264_00050	CDS	618				unannotated protein
ON107264_00051	CDS	201				unannotated protein
ON107264_00052	CDS	183				unannotated protein
ON107264_00053	CDS	216				unannotated protein
ON107264_00054	CDS	483				unannotated protein
ON107264_00055	CDS	357				unannotated protein
ON107264_00056	CDS	102				unannotated protein
ON107264_00057	CDS	150				unannotated protein
ON107264_00058	CDS	261				unannotated protein
ON107264_00059	CDS	813				unannotated protein
ON107264_00060	CDS	675				unannotated protein
ON107264_00061	CDS	216				unannotated protein
ON107264_00062	CDS	1203				unannotated protein
ON107264_00063	CDS	204				unannotated protein
ON107264_00064	CDS	888				unannotated protein
ON107264_00065	CDS	273				unannotated protein
ON107264_00066	CDS	147				unannotated protein
ON107264_00067	CDS	150				unannotated protein
ON107264_00068	CDS	381				unannotated protein
ON107264_00069	CDS	627				unannotated protein
ON107264_00070	CDS	381				unannotated protein
ON107264_00071	CDS	915				unannotated protein
ON107264_00072	CDS	972				unannotated protein
ON107264_00073	CDS	471				unannotated protein
ON107264_00074	CDS	1518				unannotated protein
ON107264_00075	CDS	1137				unannotated protein
ON107264_00076	CDS	1731				unannotated protein
ON107264_00077	CDS	3918				unannotated protein
ON107264_00078	CDS	651				unannotated protein
ON107264_00079	CDS	216				unannotated protein
ON107264_00080	CDS	156				unannotated protein
ON107264_00081	CDS	498				unannotated protein
ON107264_00082	CDS	228				unannotated protein
ON107264_00083	CDS	423				unannotated protein
ON107264_00084	CDS	261				unannotated protein
ON107264_00085	CDS	210				unannotated protein
ON107264_00086	CDS	219				unannotated protein
ON107264_00087	CDS	366				unannotated protein
ON107264_00088	CDS	228				unannotated protein
