# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	36	401	+	DPBINA_00005	traM	Conjugative transposon TraM protein	SO:0001217, UniRef:UniRef50_A0A132GT10
contig_1	cds	420	1277	+	DPBINA_00010	traN	conjugative transposon protein TraN	RefSeq:WP_009275705.1, SO:0001217, UniParc:UPI0001B4AB7A, UniRef:UniRef100_K6B4F6, UniRef:UniRef50_A0A0P0FGS9, UniRef:UniRef90_A0A0P0FGS9
contig_1	cds	1281	1796	+	DPBINA_00015		OMP-b-brl domain-containing protein	RefSeq:WP_009275704.1, SO:0001217, UniParc:UPI0001B4AB7B, UniRef:UniRef100_A0A7Y0YRL3, UniRef:UniRef50_F0QZE0, UniRef:UniRef90_D4WNC6
contig_1	cds	1802	2449	+	DPBINA_00020		DUF1566 domain-containing protein	RefSeq:WP_149944515.1, SO:0001217, UniParc:UPI0012314321, UniRef:UniRef100_A0A7Y0YRN0, UniRef:UniRef50_B5D0L6, UniRef:UniRef90_A0A0P0FSB1
contig_1	cds	2466	3197	+	DPBINA_00025		YWFCY domain-containing protein	SO:0001217, UniRef:UniRef50_A0A015YCU9
contig_1	cds	3818	5473	+	DPBINA_00030	ltrA	group II intron reverse transcriptase/maturase	EC:2.7.7.49, KEGG:K00986, RefSeq:WP_005815604.1, SO:0001217, UniParc:UPI0002808DA7, UniRef:UniRef100_A0A081TNH6, UniRef:UniRef50_A0A380JTD8, UniRef:UniRef90_A0A081TNH6
contig_1	cds	5470	7038	+	DPBINA_00035		type IV secretory system conjugative DNA transfer family protein	SO:0001217, UniRef:UniRef50_K1FU67, UniRef:UniRef90_UPI0020CB111A
contig_1	cds	7035	7370	+	DPBINA_00040		lysozyme	SO:0001217, UniRef:UniRef50_K5Z8P1, UniRef:UniRef90_UPI001E611449
contig_1	cds	7573	8079	-	DPBINA_00045		Secreted protein	RefSeq:WP_009275699.1, SO:0001217, UniParc:UPI0001B4AB7E, UniRef:UniRef100_K6B521, UniRef:UniRef50_A0A414H8I2, UniRef:UniRef90_A0A412QYC6
contig_1	cds	8180	9724	-	DPBINA_00050		Peptidyl-arginine deiminase	RefSeq:WP_010183934.1, SO:0001217, UniParc:UPI0001B4AB7F, UniRef:UniRef100_K6ASF0, UniRef:UniRef50_A0A0P0FHW6, UniRef:UniRef90_K6ASF0
contig_1	cds	9740	11155	-	DPBINA_00055		ADP-ribosylglycohydrolase	SO:0001217, UniParc:UPI0012306A28, UniRef:UniRef100_A0A5M5DXX7, UniRef:UniRef50_K6BS09, UniRef:UniRef90_K6BS09
contig_1	cds	11520	12218	-	DPBINA_00060		SMI1/KNR4 family protein	RefSeq:WP_149944518.1, SO:0001217, UniParc:UPI001230F929, UniRef:UniRef100_A0A5M5EDY2, UniRef:UniRef50_K5ZVE7, UniRef:UniRef90_K5ZVE7
contig_1	cds	12230	12898	-	DPBINA_00065		HEPN-AbiU2 domain-containing protein	SO:0001217, UniRef:UniRef50_K6B4E7, UniRef:UniRef90_K6B4E7
contig_1	cds	12879	12980	-	DPBINA_00070		hypothetical protein	
contig_1	cds	13144	13338	+	DPBINA_00075		Toxin-antitoxin system antitoxin component Xre family	RefSeq:WP_004312191.1, SO:0001217, UniParc:UPI0001B4AB83, UniRef:UniRef100_A0A413C594, UniRef:UniRef50_A6L6N7, UniRef:UniRef90_R7CUT6
contig_1	cds	13357	14412	+	DPBINA_00080		WYL domain-containing protein	SO:0001217, UniRef:UniRef50_K6ASE6, UniRef:UniRef90_K6ASE6
contig_1	cds	14417	15043	+	DPBINA_00085		DUF1819 domain-containing protein	RefSeq:WP_004312189.1, SO:0001217, UniParc:UPI0001CEFD39, UniRef:UniRef100_A0A413C599, UniRef:UniRef50_U6RH40, UniRef:UniRef90_K6BS04
contig_1	cds	15040	15651	+	DPBINA_00090		DUF1788 domain-containing protein	RefSeq:WP_004312188.1, SO:0001217, UniParc:UPI0001CEFD38, UniRef:UniRef100_A0A413C595, UniRef:UniRef50_K5ZVE4, UniRef:UniRef90_A0A264Y3V4
