gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
XOCWTYBS_CDS_0001	1068	1	-	MK448731	-247945935.01351824	1	152.0	0.285	2.0520000000000002e-42	p428256 VI_04636	1	245.528854	3.5575866288191424e-72	No_custom_HMM	No_custom_HMM	No_custom_HMM	1	PHANOTATE_1.5.1	CDS	#fea328	integrase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XOCWTYBS_CDS_0002	1596	1192	-	MK448731	-17099.537851768044	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	2700	81.011368	2.076630223587837e-22	No_custom_HMM	No_custom_HMM	No_custom_HMM	2700	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XOCWTYBS_CDS_0003	2283	1618	-	MK448731	-284109.4693452432	1516	214.0	0.529	4.961999999999999e-66	p195767 VI_00661	1516	228.259094	1.8248800773557895e-67	No_custom_HMM	No_custom_HMM	No_custom_HMM	1516	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XOCWTYBS_CDS_0004	2753	2373	-	MK448731	-1305.0764893404928	18248	53.0	0.442	1.082e-10	NC_028854_p38	8	94.890167	1.2945118327117735e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	18248	PHANOTATE_1.5.1	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XOCWTYBS_CDS_0005	2728	2817	+	MK448731	-0.2030326746849674	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XOCWTYBS_CDS_0006	3056	2955	-	MK448731	-0.0752891317479304	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XOCWTYBS_CDS_0007	3041	3205	+	MK448731	-384.85535974494417	6383	76.0	0.907	1.759e-21	p155039 VI_05272	6383	113.339447	8.700672355494439e-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	6383	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XOCWTYBS_CDS_0008	3658	3188	-	MK448731	-309315.2976475592	7137	308.0	0.934	1.087e-99	p250857 VI_04968	7137	290.122345	8.196448825212655e-87	No_custom_HMM	No_custom_HMM	No_custom_HMM	7137	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XOCWTYBS_CDS_0009	3620	3931	+	MK448731	-444.6909991649925	1468	40.0	0.397	3.752e-08	p307668 VI_06058	1468	58.234406	9.170704433548626e-16	No_custom_HMM	No_custom_HMM	No_custom_HMM	1468	PHANOTATE_1.5.1	CDS	#a861e3	transcriptional repressor	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XOCWTYBS_CDS_0010	3931	4176	+	MK448731	-242.72476765945595	2113	59.0	0.498	6.459e-14	p431228 VI_05357	2113	61.542912	1.2433944366680039e-16	No_custom_HMM	No_custom_HMM	No_custom_HMM	2113	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XOCWTYBS_CDS_0011	4318	4848	+	MK448731	-359.8800641287907	959	119.0	0.542	7.38e-35	NC_019516_p145	59	171.263962	8.904340688893723e-50	No_custom_HMM	No_custom_HMM	No_custom_HMM	959	PHANOTATE_1.5.1	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XOCWTYBS_CDS_0012	4848	5132	+	MK448731	-1196.556107960984	668	70.0	0.443	2.383e-18	p164379 VI_04615	668	99.921799	2.599186314450262e-28	No_custom_HMM	No_custom_HMM	No_custom_HMM	668	PHANOTATE_1.5.1	CDS	#ffdf59	HTH DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XOCWTYBS_CDS_0013	5156	5374	+	MK448731	-44.9979470877766	7483	157.0	1.0	4.819e-49	p245697 VI_05015	7483	155.942261	4.539484542294694e-46	No_custom_HMM	No_custom_HMM	No_custom_HMM	7483	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XOCWTYBS_CDS_0014	5383	6714	+	MK448731	-41780344406.69301	19	345.0	0.447	2.102e-107	p414569 VI_10123	19	425.699921	7.813567698550171e-127	No_custom_HMM	No_custom_HMM	No_custom_HMM	19	PHANOTATE_1.5.1	CDS	#ffdf59	DnaB-like replicative helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XOCWTYBS_CDS_0015	6716	7318	+	MK448731	-4570119.457986556	5051	334.0	0.808	5.9520000000000005e-108	p250932 VI_04977	5051	259.517059	4.062148119263999e-77	No_custom_HMM	No_custom_HMM	No_custom_HMM	5051	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
