# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	31	456	+	MINLOD_00005		Base plate wedge subunit	SO:0001217, UniParc:UPI0007DE2226, UniRef:UniRef100_A0A172JIE6, UniRef:UniRef50_A0A172JIE6, UniRef:UniRef90_A0A172JIE6
contig_1	cds	471	1667	+	MINLOD_00010		Base plate hub subunit	SO:0001217, UniParc:UPI000B9D5DED, UniRef:UniRef100_A0A223LD41, UniRef:UniRef50_A0A223LD41, UniRef:UniRef90_A0A223LD41
contig_1	cds	1778	1894	+	MINLOD_00015		hypothetical protein	
contig_1	cds	1947	2279	+	MINLOD_00020		DUF1330 domain-containing protein	SO:0001217, UniParc:UPI000B9D61B7, UniRef:UniRef100_A0A223LDB0, UniRef:UniRef50_A0A223LDB0, UniRef:UniRef90_A0A223LDB0
contig_1	cds	2321	4009	+	MINLOD_00025		Chaperonin GroEL	SO:0001217, UniParc:UPI0007DE3223, UniRef:UniRef100_A0A172JID7, UniRef:UniRef50_A0A172JID7, UniRef:UniRef90_A0A172JID7
contig_1	cds	4081	4905	+	MINLOD_00030		DUF3362 domain-containing protein	SO:0001217, UniParc:UPI0007DDD636, UniRef:UniRef100_A0A172JID3, UniRef:UniRef50_A0A172JID3, UniRef:UniRef90_A0A172JID3
contig_1	cds	4976	6361	+	MINLOD_00035		DNA-directed RNA polymerase subunit	SO:0001217, UniRef:UniRef50_A0A141HSH2, UniRef:UniRef90_A0A172JIC8
contig_1	cds	6475	7512	+	MINLOD_00040		DNA primase	SO:0001217, UniParc:UPI0007DD18A5, UniRef:UniRef100_A0A172JID1, UniRef:UniRef50_A0A172JID1, UniRef:UniRef90_A0A172JID1
contig_1	cds	7526	7945	+	MINLOD_00045		Flavodoxin co-factor of ribonucleotide-diphosphate reductase	KEGG:K03647, SO:0001217, UniParc:UPI0007DDB20E, UniRef:UniRef100_A0A172JID6, UniRef:UniRef50_T0BRB8, UniRef:UniRef90_A0A172JID6
contig_1	cds	7908	10004	+	MINLOD_00050	nrdE	class 1b ribonucleoside-diphosphate reductase subunit alpha	SO:0001217, UniParc:UPI000B9D74FF, UniRef:UniRef100_A0A223LCK0, UniRef:UniRef50_A0A173WC01, UniRef:UniRef90_A0A223LCK0
contig_1	cds	10031	11080	+	MINLOD_00055	nrdF	class 1b ribonucleoside-diphosphate reductase subunit beta	SO:0001217, UniParc:UPI0007DDF780, UniRef:UniRef100_A0A172JID2, UniRef:UniRef50_W8GF88, UniRef:UniRef90_A0A172JID2
contig_1	cds	11173	11703	+	MINLOD_00060		dCMP deaminase	SO:0001217, UniParc:UPI0007DD40A4, UniRef:UniRef100_A0A172JIB6, UniRef:UniRef50_A0A172JIB6, UniRef:UniRef90_A0A172JIB6
contig_1	cds	11706	12839	+	MINLOD_00065		Lantibiotic dehydratase	SO:0001217, UniParc:UPI0007DD4FD5, UniRef:UniRef100_A0A172JIC0, UniRef:UniRef50_A0A172JIC0, UniRef:UniRef90_A0A172JIC0
contig_1	cds	12832	13014	+	MINLOD_00070		Exported protein	SO:0001217, UniParc:UPI000B9D6D89, UniRef:UniRef100_A0A223LDA0, UniRef:UniRef50_A0A223LDA0, UniRef:UniRef90_A0A223LDA0
contig_1	cds	13053	14243	+	MINLOD_00075		Tail protein	SO:0001217, UniParc:UPI0007DDC30D, UniRef:UniRef100_A0A172JIC6, UniRef:UniRef50_A0A172JIC6, UniRef:UniRef90_A0A172JIC6
contig_1	cds	14249	15139	-	MINLOD_00080		PA28-beta domain-containing protein	SO:0001217, UniParc:UPI0007DD1A81, UniRef:UniRef100_A0A172JIC4, UniRef:UniRef50_A0A172JIC4, UniRef:UniRef90_A0A172JIC4
contig_1	cds	15207	16325	-	MINLOD_00085		Virion protein	SO:0001217, UniParc:UPI0007DDC8B8, UniRef:UniRef100_A0A172JIB9, UniRef:UniRef50_A0A172JIB9, UniRef:UniRef90_A0A172JIB9
contig_1	cds	16399	17433	-	MINLOD_00090		Virion protein	SO:0001217, UniParc:UPI0007DDDF2A, UniRef:UniRef100_A0A172JIC3, UniRef:UniRef50_A0A172JIC3, UniRef:UniRef90_A0A172JIC3
contig_1	cds	17449	18711	-	MINLOD_00095		Minor virion structural protein	SO:0001217, UniParc:UPI0007DE027F, UniRef:UniRef100_A0A172JIC1, UniRef:UniRef50_A0A141HSG1, UniRef:UniRef90_A0A172JIC1
contig_1	cds	19135	20067	+	MINLOD_00100		Virion protein	SO:0001217, UniParc:UPI0007DDF134, UniRef:UniRef100_A0A172JIC2, UniRef:UniRef50_A0A172JIC2, UniRef:UniRef90_A0A172JIC2
contig_1	cds	20079	22793	+	MINLOD_00105		DUF3857 domain-containing protein	SO:0001217, UniParc:UPI0007DD1E26, UniRef:UniRef100_A0A172JIC5, UniRef:UniRef50_A0A172JIC5, UniRef:UniRef90_A0A172JIC5
contig_1	cds	22810	23640	+	MINLOD_00110		hypothetical protein	SO:0001217, UniParc:UPI0007DCD170, UniRef:UniRef100_A0A172JIA4, UniRef:UniRef50_A0A172JIA4, UniRef:UniRef90_A0A172JIA4
contig_1	cds	23686	24105	-	MINLOD_00115		Adenylate kinase	SO:0001217, UniParc:UPI0007DD168C, UniRef:UniRef100_A0A223LCZ8, UniRef:UniRef50_A0A223LCZ8, UniRef:UniRef90_A0A223LCZ8
contig_1	cds	24133	24639	-	MINLOD_00120		DNA helicase	SO:0001217, UniParc:UPI0007DCBFEF, UniRef:UniRef100_A0A172JIB7, UniRef:UniRef50_A0A172JIB7, UniRef:UniRef90_A0A172JIB7
contig_1	cds	24618	25217	-	MINLOD_00125	rusA	Holliday junction resolvase RusA	SO:0001217, UniParc:UPI0007DD82F8, UniRef:UniRef100_A0A172JIB8, UniRef:UniRef50_A0A172JIB8, UniRef:UniRef90_A0A172JIB8
contig_1	cds	25335	25724	-	MINLOD_00130		Beta-lactamase domain-containing protein	SO:0001217, UniParc:UPI000B9D783F, UniRef:UniRef100_A0A223LDS3, UniRef:UniRef50_A0A223LDS3, UniRef:UniRef90_A0A223LDS3
contig_1	cds	26642	27670	-	MINLOD_00135		Virion protein	SO:0001217, UniParc:UPI000B9D563B, UniRef:UniRef100_A0A172JIB5, UniRef:UniRef50_A0A141HSF5, UniRef:UniRef90_A0A172JIB5
contig_1	cds	27688	33465	-	MINLOD_00140		Lysis domain protein	SO:0001217, UniParc:UPI000B9D7CE3, UniRef:UniRef100_A0A223LD52, UniRef:UniRef50_A0A223LD52, UniRef:UniRef90_A0A223LD52
contig_1	cds	33648	34049	-	MINLOD_00145		hypothetical protein	SO:0001217, UniParc:UPI000B9D71F0, UniRef:UniRef100_A0A223LCI1, UniRef:UniRef50_A0A223LCI1, UniRef:UniRef90_A0A223LCI1
contig_1	cds	34077	34433	-	MINLOD_00150		Conserved domain protein	SO:0001217, UniParc:UPI000B9D6ECF, UniRef:UniRef100_A0A223LDB3, UniRef:UniRef50_A0A223LDB3, UniRef:UniRef90_A0A223LDB3
contig_1	cds	34460	35410	-	MINLOD_00155		Nucleotide pyrophosphohydrolase	SO:0001217, UniParc:UPI0007DDFA39, UniRef:UniRef100_A0A172JIB4, UniRef:UniRef50_A0A172JIB4, UniRef:UniRef90_A0A172JIB4
contig_1	cds	35466	35963	-	MINLOD_00160		Phage protein	SO:0001217, UniParc:UPI000B9D6C77, UniRef:UniRef100_A0A223LCY7, UniRef:UniRef50_A0A223LCY7, UniRef:UniRef90_A0A223LCY7
contig_1	cds	36068	36835	-	MINLOD_00165		DEK-C domain-containing protein	SO:0001217, UniParc:UPI0007DCEBEE, UniRef:UniRef100_A0A172JIA5, UniRef:UniRef50_A0A172JIA5, UniRef:UniRef90_A0A172JIA5
contig_1	cds	37065	37418	+	MINLOD_00170		HMA domain-containing protein	SO:0001217, UniParc:UPI000B9D7140, UniRef:UniRef100_A0A223LEG0, UniRef:UniRef50_A0A223LEG0, UniRef:UniRef90_A0A223LEG0
contig_1	cds	37464	37943	+	MINLOD_00175		TLDc domain-containing protein	SO:0001217, UniParc:UPI000B9D7F3B, UniRef:UniRef100_A0A223LDR1, UniRef:UniRef50_A0A223LDR1, UniRef:UniRef90_A0A223LDR1
contig_1	cds	37984	38862	+	MINLOD_00180		Structural protein	SO:0001217, UniParc:UPI000B9D54B8, UniRef:UniRef100_A0A223LC33, UniRef:UniRef50_A0A223LC33, UniRef:UniRef90_A0A223LC33
contig_1	cds	38967	40739	+	MINLOD_00185		Right-handed parallel beta-helix repeat-containing protein	SO:0001217, UniParc:UPI000B9D6131, UniRef:UniRef100_A0A223LEF9, UniRef:UniRef50_A0A172JIA2, UniRef:UniRef90_A0A172JIA2
contig_1	cds	40805	41977	+	MINLOD_00190		lysozyme	SO:0001217, UniParc:UPI000B9D7512, UniRef:UniRef100_A0A223LD43, UniRef:UniRef50_A0A223LD43, UniRef:UniRef90_A0A223LD43
contig_1	cds	42075	42452	+	MINLOD_00195		4HBT domain-containing protein	SO:0001217, UniParc:UPI0007DE26DC, UniRef:UniRef100_A0A172JI99, UniRef:UniRef50_A0A172JI99, UniRef:UniRef90_A0A172JI99
contig_1	cds	42464	44425	+	MINLOD_00200		Hint-2 domain-containing protein	SO:0001217, UniParc:UPI000B9D6EE4, UniRef:UniRef100_A0A223LDA3, UniRef:UniRef50_A0A223LDA3, UniRef:UniRef90_A0A223LDA3
contig_1	cds	44431	45012	+	MINLOD_00205		Ig-like-bact domain-containing protein	SO:0001217, UniParc:UPI0007DDADF4, UniRef:UniRef100_A0A172JIA0, UniRef:UniRef50_A0A172JIA0, UniRef:UniRef90_A0A172JIA0
contig_1	cds	45024	45284	+	MINLOD_00210		Phage protein	SO:0001217, UniParc:UPI000B9D7AE0, UniRef:UniRef100_A0A223LCX8, UniRef:UniRef50_A0A223LCX8, UniRef:UniRef90_A0A223LCX8
contig_1	cds	45376	48174	+	MINLOD_00215		DNA helicase	SO:0001217, UniRef:UniRef50_A0A223LD65, UniRef:UniRef90_A0A223LD65
contig_1	cds	49126	49803	+	MINLOD_00220		HNH homing endonuclease	SO:0001217, UniParc:UPI0007DDD0DD, UniRef:UniRef100_A0A172JI94, UniRef:UniRef50_A0A172JI94, UniRef:UniRef90_A0A172JI94
contig_1	cds	50654	51700	+	MINLOD_00225		DNA-directed RNA polymerase	SO:0001217, UniParc:UPI000B9D5FC0, UniRef:UniRef100_A0A223LDP9, UniRef:UniRef50_A0A223LDP9, UniRef:UniRef90_A0A223LDP9
