locus_tag	ftype	length_bp	gene	EC_number	COG	product
NC_007581_00001	CDS	198				unannotated protein
NC_007581_00002	CDS	294				unannotated protein
NC_007581_00003	CDS	633				unannotated protein
NC_007581_00004	CDS	417				unannotated protein
NC_007581_00005	CDS	273				unannotated protein
NC_007581_00006	CDS	402				unannotated protein
NC_007581_00007	CDS	1482				unannotated protein
NC_007581_00008	CDS	1683				unannotated protein
NC_007581_00009	CDS	789				unannotated protein
NC_007581_00010	CDS	1491				unannotated protein
NC_007581_00011	CDS	240				unannotated protein
NC_007581_00012	CDS	1176				unannotated protein
NC_007581_00013	CDS	768				unannotated protein
NC_007581_00014	CDS	645				unannotated protein
NC_007581_00015	CDS	756				unannotated protein
NC_007581_00016	CDS	684				unannotated protein
NC_007581_00017	CDS	402				unannotated protein
NC_007581_00018	CDS	1482				unannotated protein
NC_007581_00019	CDS	354				unannotated protein
NC_007581_00020	CDS	1038				unannotated protein
NC_007581_00021	CDS	825				unannotated protein
NC_007581_00022	CDS	918				unannotated protein
NC_007581_00023	CDS	162				unannotated protein
NC_007581_00024	CDS	663				unannotated protein
NC_007581_00025	CDS	657				unannotated protein
NC_007581_00026	CDS	1401				unannotated protein
NC_007581_00027	CDS	1107				unannotated protein
NC_007581_00028	CDS	372				unannotated protein
NC_007581_00029	CDS	1950				unannotated protein
NC_007581_00030	CDS	183				unannotated protein
NC_007581_00031	CDS	183				unannotated protein
NC_007581_00032	CDS	138				unannotated protein
NC_007581_00033	CDS	189				unannotated protein
NC_007581_00034	CDS	492				unannotated protein
NC_007581_00035	CDS	396				unannotated protein
NC_007581_00036	CDS	2298				unannotated protein
NC_007581_00037	CDS	324				unannotated protein
NC_007581_00038	CDS	273				unannotated protein
NC_007581_00039	CDS	552				unannotated protein
NC_007581_00040	CDS	591				unannotated protein
NC_007581_00041	CDS	1113				unannotated protein
NC_007581_00042	CDS	1089				unannotated protein
NC_007581_00043	CDS	918				unannotated protein
NC_007581_00044	CDS	513				unannotated protein
NC_007581_00045	CDS	168				unannotated protein
NC_007581_00046	CDS	633				unannotated protein
NC_007581_00047	CDS	213				unannotated protein
NC_007581_00048	CDS	99				unannotated protein
NC_007581_00049	CDS	186				unannotated protein
NC_007581_00050	CDS	288				unannotated protein
NC_007581_00051	CDS	564				unannotated protein
NC_007581_00052	CDS	234				unannotated protein
NC_007581_00053	CDS	1227				unannotated protein
NC_007581_00054	CDS	975				unannotated protein
NC_007581_00055	CDS	447				unannotated protein
NC_007581_00056	CDS	1497				unannotated protein
NC_007581_00057	CDS	1026				unannotated protein
NC_007581_00058	CDS	1155				unannotated protein
NC_007581_00059	CDS	3099				unannotated protein
NC_007581_00060	CDS	2241				unannotated protein
NC_007581_00061	CDS	225				unannotated protein
NC_007581_00062	CDS	186				unannotated protein
NC_007581_00063	CDS	132				unannotated protein
NC_007581_00064	CDS	201				unannotated protein
NC_007581_00065	CDS	534				unannotated protein
NC_007581_00066	CDS	300				unannotated protein
NC_007581_00067	CDS	405				unannotated protein
NC_007581_00068	CDS	723				unannotated protein
NC_007581_00069	CDS	381				unannotated protein
NC_007581_00070	CDS	423				unannotated protein
NC_007581_00071	CDS	747				unannotated protein
NC_007581_00072	CDS	231				unannotated protein
NC_007581_00073	CDS	216				unannotated protein
NC_007581_00074	CDS	531				unannotated protein
NC_007581_00075	CDS	2937				unannotated protein
NC_007581_00076	CDS	192				unannotated protein
NC_007581_00077	CDS	468				unannotated protein
NC_007581_00078	CDS	180				unannotated protein
NC_007581_00079	CDS	366				unannotated protein
NC_007581_00080	CDS	540				unannotated protein
NC_007581_00081	CDS	1872				unannotated protein
NC_007581_00082	CDS	441				unannotated protein
NC_007581_00083	CDS	861				unannotated protein
NC_007581_00084	CDS	3591				unannotated protein
NC_007581_00085	CDS	3876				unannotated protein
NC_007581_00086	CDS	546				unannotated protein
NC_007581_00087	CDS	255				unannotated protein
NC_007581_00088	CDS	516				unannotated protein
NC_007581_00089	CDS	1185				unannotated protein
NC_007581_00090	CDS	351				unannotated protein
NC_007581_00091	CDS	666				unannotated protein
NC_007581_00092	CDS	552				unannotated protein
NC_007581_00093	CDS	597				unannotated protein
NC_007581_00094	CDS	243				unannotated protein
NC_007581_00095	CDS	225				unannotated protein
NC_007581_00096	CDS	543				unannotated protein
NC_007581_00097	CDS	2037				unannotated protein
NC_007581_00098	CDS	2259				unannotated protein
NC_007581_00099	CDS	669				unannotated protein
NC_007581_00100	CDS	648				unannotated protein
NC_007581_00101	CDS	369				unannotated protein
NC_007581_00102	CDS	954				unannotated protein
NC_007581_00103	CDS	324				unannotated protein
NC_007581_00104	CDS	1167				unannotated protein
NC_007581_00105	CDS	1353				unannotated protein
NC_007581_00106	CDS	729				unannotated protein
NC_007581_00107	CDS	693				unannotated protein
NC_007581_00108	CDS	867				unannotated protein
NC_007581_00109	CDS	549				unannotated protein
NC_007581_00110	CDS	177				unannotated protein
NC_007581_00111	CDS	1131				unannotated protein
NC_007581_00112	CDS	150				unannotated protein
NC_007581_00113	CDS	1266				unannotated protein
NC_007581_00114	CDS	1134				unannotated protein
NC_007581_00115	CDS	618				unannotated protein
NC_007581_00116	CDS	600				unannotated protein
NC_007581_00117	CDS	1356				unannotated protein
NC_007581_00118	CDS	174				unannotated protein
NC_007581_00119	CDS	363				unannotated protein
NC_007581_00120	CDS	630				unannotated protein
NC_007581_00121	CDS	300				unannotated protein
NC_007581_00122	CDS	483				unannotated protein
NC_007581_00123	CDS	522				unannotated protein
NC_007581_00124	CDS	318				unannotated protein
NC_007581_00125	CDS	963				unannotated protein
NC_007581_00126	CDS	1635				unannotated protein
NC_007581_00127	CDS	2226				unannotated protein
NC_007581_00128	CDS	795				unannotated protein
NC_007581_00129	CDS	4989				unannotated protein
NC_007581_00130	CDS	1677				unannotated protein
NC_007581_00131	CDS	1179				unannotated protein
NC_007581_00132	CDS	600				unannotated protein
NC_007581_00133	CDS	375				unannotated protein
NC_007581_00134	CDS	564				unannotated protein
NC_007581_00135	CDS	543				unannotated protein
	repeat_region	362				
NC_007581_00136	CDS	198				unannotated protein
NC_007581_00137	CDS	303				unannotated protein
NC_007581_00138	CDS	210				unannotated protein
NC_007581_00139	CDS	450				unannotated protein
NC_007581_00140	CDS	270				unannotated protein
NC_007581_00141	CDS	237				unannotated protein
NC_007581_00142	CDS	282				unannotated protein
