locus_tag	ftype	length_bp	gene	EC_number	COG	product
MK448731_00001	CDS	1068				unannotated protein
MK448731_00002	CDS	405				unannotated protein
MK448731_00003	CDS	747				unannotated protein
MK448731_00004	CDS	381				unannotated protein
MK448731_00005	CDS	165				unannotated protein
MK448731_00006	CDS	471				unannotated protein
MK448731_00007	CDS	213				unannotated protein
MK448731_00008	CDS	246				unannotated protein
MK448731_00009	CDS	531				unannotated protein
MK448731_00010	CDS	285				unannotated protein
MK448731_00011	CDS	219				unannotated protein
MK448731_00012	CDS	1332				unannotated protein
MK448731_00013	CDS	603				unannotated protein
MK448731_00014	CDS	747				unannotated protein
MK448731_00015	CDS	822				unannotated protein
MK448731_00016	CDS	1314				unannotated protein
MK448731_00017	CDS	405				unannotated protein
MK448731_00018	CDS	492				unannotated protein
MK448731_00019	CDS	330				unannotated protein
MK448731_00020	CDS	357				unannotated protein
MK448731_00021	CDS	207				unannotated protein
MK448731_00022	CDS	417				unannotated protein
MK448731_00023	CDS	1320				unannotated protein
MK448731_00024	CDS	261				unannotated protein
MK448731_00025	CDS	348				unannotated protein
MK448731_00026	CDS	465				unannotated protein
MK448731_00027	CDS	543				unannotated protein
MK448731_00028	CDS	288				unannotated protein
MK448731_00029	CDS	360				unannotated protein
MK448731_00030	CDS	480				unannotated protein
MK448731_00031	CDS	1713				unannotated protein
MK448731_00032	CDS	1143				unannotated protein
MK448731_00033	CDS	543				unannotated protein
MK448731_00034	CDS	1263				unannotated protein
MK448731_00035	CDS	336				unannotated protein
MK448731_00036	CDS	306				unannotated protein
MK448731_00037	CDS	348				unannotated protein
MK448731_00038	CDS	345				unannotated protein
MK448731_00039	CDS	684				unannotated protein
MK448731_00040	CDS	477				unannotated protein
MK448731_00041	CDS	2736				unannotated protein
MK448731_00042	CDS	723				unannotated protein
MK448731_00043	CDS	3675				unannotated protein
MK448731_00044	CDS	231				unannotated protein
MK448731_00045	CDS	339				unannotated protein
MK448731_00046	CDS	411				unannotated protein
MK448731_00047	CDS	330				unannotated protein
MK448731_00048	CDS	1407				unannotated protein
MK448731_00049	CDS	186				unannotated protein
MK448731_00050	CDS	405				unannotated protein
