locus_tag	ftype	length_bp	gene	EC_number	COG	product
MT836027_00001	CDS	831				unannotated protein
MT836027_00002	CDS	924				unannotated protein
MT836027_00003	CDS	405				unannotated protein
MT836027_00004	CDS	1113				unannotated protein
MT836027_00005	CDS	246				unannotated protein
MT836027_00006	CDS	2679				unannotated protein
MT836027_00007	CDS	216				unannotated protein
MT836027_00008	CDS	1884				unannotated protein
MT836027_00009	CDS	96				unannotated protein
MT836027_00010	CDS	2253				unannotated protein
MT836027_00011	CDS	711				unannotated protein
MT836027_00012	CDS	558				unannotated protein
