gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
PUHHLZWX_CDS_0001	519	202	-	MK448228	-53.84844252574236	3469	186.0	0.874	3.111e-58	p154661 VI_01767	3469	159.282455	4.4298201629751105e-47	No_custom_HMM	No_custom_HMM	No_custom_HMM	3469	PHANOTATE_1.5.1	CDS	#ffdf59	UmuD-like protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0002	758	519	-	MK448228	-101.1557771318988	3893	145.0	0.889	1.066e-44	p153024 VI_08595	3893	131.951569	1.2048283398111938e-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	3893	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0003	2320	836	-	MK448228	-68788146.58382753	1423	325.0	0.462	1.719e-100	p68421 VI_04962	1423	485.777527	6.353411198771348e-145	No_custom_HMM	No_custom_HMM	No_custom_HMM	1423	PHANOTATE_1.5.1	CDS	#ffdf59	Reverse transcriptase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0004	2532	2320	-	MK448228	-5.731113843472445	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0005	2761	2636	-	MK448228	-0.4696740914800712	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0006	3564	2812	-	MK448228	-98.40833741289826	4390	110.0	0.296	1.401e-29	p356763 VI_06935	4390	191.125656	4.7809577360274835e-56	No_custom_HMM	No_custom_HMM	No_custom_HMM	4390	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0007	6092	3579	-	MK448228	-568088287.1888298	4201	686.0	0.496	4.594e-220	p186896 VI_03028	4201	656.952271	8.424627448206363e-197	No_custom_HMM	No_custom_HMM	No_custom_HMM	4201	PHANOTATE_1.5.1	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0008	6728	6102	-	MK448228	-0.1706885847525357	863	81.0	0.312	1.922e-19	p249025 VI_04203	863	191.833527	5.515630600933119e-56	No_custom_HMM	No_custom_HMM	No_custom_HMM	863	PHANOTATE_1.5.1	CDS	#07e9a2	tail fiber assembly	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0009	7045	6731	-	MK448228	-73.49677340914243	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0010	7734	7147	-	MK448228	-288.2765002300753	587	174.0	0.483	8.479e-52	MF663761_p45	587	243.792984	6.788725256913178e-72	No_custom_HMM	No_custom_HMM	No_custom_HMM	587	PHANOTATE_1.5.1	CDS	#3e83f6	structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0011	8959	7727	-	MK448228	-164442.33997871925	30339	205.0	0.775	6.401e-64	p424932 VI_08726	6	194.685928	5.319354204024708e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	30339	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0012	9323	8967	-	MK448228	-52.62676222479311	120	47.0	0.32	1.028e-09	p345492 VI_12445	120	102.937157	5.400855358222561e-29	No_custom_HMM	No_custom_HMM	No_custom_HMM	120	PHANOTATE_1.5.1	CDS	#07e9a2	baseplate wedge subunit	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0013	9766	9386	-	MK448228	-8.331514487149967	8436	153.0	0.68	1.081e-46	p385261 VI_03362	8436	138.79155	1.3994337637713233e-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	8436	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0014	10374	9778	-	MK448228	-489.9063342044108	11	55.0	0.268	2.259e-11	KY883640_p56	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	11	PHANOTATE_1.5.1	CDS	#07e9a2	baseplate spike	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0015	11227	10358	-	MK448228	-16542.275741163503	196	94.0	0.26	1.877e-23	NC_020843_p99	196	211.871704	3.044229103242057e-62	No_custom_HMM	No_custom_HMM	No_custom_HMM	196	PHANOTATE_1.5.1	CDS	#07e9a2	baseplate hub	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0016	11529	11224	-	MK448228	-54.571267705576695	349	72.0	0.415	8.145e-19	NC_020204_p5	349	100.418915	1.2371204091452375e-28	No_custom_HMM	No_custom_HMM	No_custom_HMM	349	PHANOTATE_1.5.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0017	12370	11531	-	MK448228	-4921.154480521624	1830	166.0	0.519	1.385e-49	NC_028995_p60	1830	237.628098	2.433835322689049e-70	No_custom_HMM	No_custom_HMM	No_custom_HMM	1830	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0018	13399	12374	-	MK448228	-15749.6059505506	2013	393.0	0.625	2.774e-120	p424926 VI_08726	2013	391.969574	1.2627715171209213e-116	No_custom_HMM	No_custom_HMM	No_custom_HMM	2013	PHANOTATE_1.5.1	CDS	#07e9a2	lytic tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0019	14332	13433	-	MK448228	-29074.546334828658	2013	365.0	0.572	9.355e-111	p424926 VI_08726	2013	326.252869	9.772149358674503e-97	No_custom_HMM	No_custom_HMM	No_custom_HMM	2013	PHANOTATE_1.5.1	CDS	#07e9a2	lytic tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0020	14441	14313	-	MK448228	-6.477459244798418	3976	69.0	0.776	2.105e-18	NC_031117_p20	3976	59.655491	3.263171623423728e-16	No_custom_HMM	No_custom_HMM	No_custom_HMM	3976	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0021	15010	14534	-	MK448228	-301.46242637208906	1932	158.0	0.539	8.777e-48	MF346584_p31	1932	164.074692	3.692995224796804e-48	No_custom_HMM	No_custom_HMM	No_custom_HMM	1932	PHANOTATE_1.5.1	CDS	#07e9a2	tail assembly chaperone	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0022	15647	15090	-	MK448228	-2820.4724211565926	518	212.0	0.632	4.7229999999999997e-66	p355696 VI_01100	518	268.794556	1.0594430727092103e-79	No_custom_HMM	No_custom_HMM	No_custom_HMM	518	PHANOTATE_1.5.1	CDS	#a861e3	Rha-like transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0023	16270	15827	-	MK448228	-305.3787622542647	1964	198.0	0.673	1.25e-61	p88092 VI_10103	1964	194.536972	1.8515208462121106e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	1964	PHANOTATE_1.5.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0024	17751	16270	-	MK448228	-1970520.5166908752	205	149.0	0.256	2.914e-40	NC_021067_p46	205	329.417816	6.831977680708239e-98	No_custom_HMM	No_custom_HMM	No_custom_HMM	205	PHANOTATE_1.5.1	CDS	#07e9a2	tail sheath	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0025	18306	17755	-	MK448228	-558.9272899785008	1876	174.0	0.573	4.261e-53	HM368260_p4	1876	217.837524	1.4243726282863127e-64	No_custom_HMM	No_custom_HMM	No_custom_HMM	1876	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
PUHHLZWX_CDS_0026	18521	18288	-	MK448228	-45.49928737442174	1912	130.0	0.804	2.35e-38	p102694 VI_10760	1912	115.829109	3.0929765664130365e-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	1912	PHANOTATE_1.5.1	CDS	#3e83f6	head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
