gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
MOJXCBTT_CDS_0001	1	462	+	MZ333456	-8990.290535384976	51	64.0	0.445	2.034e-15	NC_022971_p69	51	137.99913	9.302444860810668e-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	51	PHANOTATE_1.5.1	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MOJXCBTT_CDS_0002	437	1726	+	MZ333456	-701072178.4786007	3717	242.0	0.517	8.545e-75	KY303907_p80	3717	248.320206	1.9021192554587244e-73	No_custom_HMM	No_custom_HMM	No_custom_HMM	3717	PHANOTATE_1.5.1	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MOJXCBTT_CDS_0003	1739	3214	+	MZ333456	-234783380593.26605	64	197.0	0.294	4.3480000000000005e-56	MG765278_p17	64	290.182373	5.448148320610501e-86	No_custom_HMM	No_custom_HMM	No_custom_HMM	64	PHANOTATE_1.5.1	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MOJXCBTT_CDS_0004	3189	4973	+	MZ333456	-1273226648171139.2	4728	403.0	0.472	1.374e-125	p267900 VI_05857	4728	592.605774	1.9378236884935174e-177	No_custom_HMM	No_custom_HMM	No_custom_HMM	4728	PHANOTATE_1.5.1	CDS	#3e83f6	head morphogenesis	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MOJXCBTT_CDS_0005	4974	5204	+	MZ333456	-98.29029853517495	30662	192.0	1.0	2.774e-61	p383161 VI_00939	30662	179.491241	2.0698437465610575e-53	No_custom_HMM	No_custom_HMM	No_custom_HMM	30662	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MOJXCBTT_CDS_0006	5261	5581	+	MZ333456	-1402.4519533590856	5859	181.0	0.819	1.172e-56	p354594 VI_04915	5859	162.199875	6.532219874077796e-48	No_custom_HMM	No_custom_HMM	No_custom_HMM	5859	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MOJXCBTT_CDS_0007	5586	5912	+	MZ333456	-164.92162157546457	918	151.0	0.828	1.895e-46	p104577 VI_00510	918	148.555939	2.097006714059487e-43	No_custom_HMM	No_custom_HMM	No_custom_HMM	918	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MOJXCBTT_CDS_0008	6053	6679	+	MZ333456	-620466.0741767706	172	84.0	0.295	3.116e-21	NC_018831_p10	172	89.406631	6.95061110734303e-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	172	PHANOTATE_1.5.1	CDS	#3e83f6	head scaffolding protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MOJXCBTT_CDS_0009	6693	7595	+	MZ333456	-570663587.2639366	1328	253.0	0.468	7.813000000000001e-78	p130408 VI_04406	1328	343.898041	5.110883682116985e-102	No_custom_HMM	No_custom_HMM	No_custom_HMM	1328	PHANOTATE_1.5.1	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MOJXCBTT_CDS_0010	7619	7855	+	MZ333456	-1382.472747480108	8832	92.0	0.782	1.0800000000000001e-26	p324821 VI_05374	8832	108.35379	2.5529819191358187e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	8832	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MOJXCBTT_CDS_0011	7864	8208	+	MZ333456	-122.63607218544486	132	72.0	0.365	1.841e-18	p324820 VI_05374	132	47.814938	2.504471154656286e-12	No_custom_HMM	No_custom_HMM	No_custom_HMM	132	PHANOTATE_1.5.1	CDS	#35d7ff	head-tail adaptor	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MOJXCBTT_CDS_0012	8229	8582	+	MZ333456	-253.1317944611902	615	91.0	0.443	3.6270000000000003e-25	p246331 VI_05989	615	96.620071	2.0458299138272545e-27	No_custom_HMM	No_custom_HMM	No_custom_HMM	615	PHANOTATE_1.5.1	CDS	#35d7ff	head-tail adaptor	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MOJXCBTT_CDS_0013	8575	8973	+	MZ333456	-2335.004691463334	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	5	46.244289	9.46545932516003e-12	No_custom_HMM	No_custom_HMM	No_custom_HMM	5	PHANOTATE_1.5.1	CDS	#35d7ff	tail completion or Neck1 protein	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
