# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	rRNA	226	342	+	BIPPEF_00005	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	tRNA	350	424	+	BIPPEF_00010	trnI	tRNA-Ile(gat)	SO:0000263
contig_1	cds	814	1794	-	BIPPEF_00015		Plasmid recombination protein	SO:0001217, UniRef:UniRef50_A0A0S2W181
contig_1	cds	2452	2976	+	BIPPEF_00020		hypothetical protein	
contig_1	cds	3356	4360	-	BIPPEF_00025		Oxidoreductase, aldo/keto reductase family protein	EC:1.1.-.-, KEGG:K23107, SO:0001217, UniRef:UniRef50_A0A448N0Y0, UniRef:UniRef90_C6LE91
contig_1	cds	4374	4997	-	BIPPEF_00030		NAD(P)-bd-dom domain-containing protein	SO:0001217, UniRef:UniRef50_A7ALH4
contig_1	cds	5014	5847	-	BIPPEF_00035		Aldo-ket-red domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R1LF21
contig_1	cds	5869	6966	-	BIPPEF_00040		hypothetical protein	PFAM:PF12682.10
contig_1	cds	7032	7472	-	BIPPEF_00045		Cupin-2 domain-containing protein	SO:0001217, UniRef:UniRef50_F2NSM1
contig_1	cds	7522	8019	-	BIPPEF_00050		hypothetical protein	
contig_1	cds	8056	8697	-	BIPPEF_00055		Flavodoxin	SO:0001217, UniRef:UniRef50_A0A374REG9
contig_1	cds	8694	9065	-	BIPPEF_00060		HTH merR-type domain-containing protein	SO:0001217, UniRef:UniRef50_V2YJY9
contig_1	cds	9175	10041	-	BIPPEF_00065		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_V2YIV6
contig_1	cds	10570	12183	+	BIPPEF_00070		Recombinase family protein	SO:0001217, UniRef:UniRef50_A0A6N2YE50
contig_1	cds	12695	13225	+	BIPPEF_00075		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3D2H377, UniRef:UniRef90_A0A3D2H377
