locus_tag	ftype	length_bp	gene	EC_number	COG	product
NC_031039_00001	CDS	204				unannotated protein
NC_031039_00002	CDS	1113				unannotated protein
NC_031039_00003	CDS	480				unannotated protein
NC_031039_00004	CDS	549				unannotated protein
NC_031039_00005	CDS	693				unannotated protein
NC_031039_00006	CDS	270				unannotated protein
NC_031039_00007	CDS	1686				unannotated protein
NC_031039_00008	CDS	243				unannotated protein
NC_031039_00009	CDS	492				unannotated protein
NC_031039_00010	CDS	2547				unannotated protein
NC_031039_00011	CDS	573				unannotated protein
NC_031039_00012	CDS	1956				unannotated protein
NC_031039_00013	CDS	636				unannotated protein
NC_031039_00014	CDS	165				unannotated protein
NC_031039_00015	CDS	450				unannotated protein
NC_031039_00016	CDS	1218				unannotated protein
NC_031039_00017	CDS	735				unannotated protein
NC_031039_00018	CDS	324				unannotated protein
NC_031039_00019	CDS	219				unannotated protein
NC_031039_00020	CDS	645				unannotated protein
NC_031039_00021	CDS	162				unannotated protein
NC_031039_00022	CDS	723				unannotated protein
NC_031039_00023	CDS	264				unannotated protein
NC_031039_00024	CDS	2304				unannotated protein
NC_031039_00025	CDS	798				unannotated protein
NC_031039_00026	CDS	351				unannotated protein
NC_031039_00027	CDS	945				unannotated protein
NC_031039_00028	CDS	1218				unannotated protein
NC_031039_00029	CDS	1425				unannotated protein
NC_031039_00030	CDS	681				unannotated protein
NC_031039_00031	CDS	1152				unannotated protein
NC_031039_00032	CDS	447				unannotated protein
NC_031039_00033	CDS	171				unannotated protein
NC_031039_00034	CDS	1230				unannotated protein
NC_031039_00035	CDS	1233				unannotated protein
NC_031039_00036	CDS	1146				unannotated protein
NC_031039_00037	CDS	450				unannotated protein
NC_031039_00038	CDS	411				unannotated protein
NC_031039_00039	CDS	516				unannotated protein
NC_031039_00040	CDS	267				unannotated protein
NC_031039_00041	CDS	903				unannotated protein
NC_031039_00042	CDS	903				unannotated protein
NC_031039_00043	CDS	447				unannotated protein
NC_031039_00044	CDS	219				unannotated protein
NC_031039_00045	CDS	2103				unannotated protein
NC_031039_00046	CDS	483				unannotated protein
NC_031039_00047	CDS	462				unannotated protein
NC_031039_00048	CDS	192				unannotated protein
NC_031039_00049	CDS	189				unannotated protein
NC_031039_00050	CDS	372				unannotated protein
NC_031039_00051	CDS	375				unannotated protein
NC_031039_00052	CDS	1278				unannotated protein
NC_031039_00053	CDS	1161				unannotated protein
NC_031039_00054	CDS	342				unannotated protein
NC_031039_00055	CDS	702				unannotated protein
NC_031039_00056	CDS	693				unannotated protein
NC_031039_00057	CDS	687				unannotated protein
NC_031039_00058	CDS	1044				unannotated protein
NC_031039_00059	CDS	2580				unannotated protein
NC_031039_00060	CDS	276				unannotated protein
NC_031039_00061	CDS	600				unannotated protein
NC_031039_00062	CDS	270				unannotated protein
NC_031039_00063	CDS	1011				unannotated protein
NC_031039_00064	CDS	633				unannotated protein
NC_031039_00065	CDS	693				unannotated protein
NC_031039_00066	CDS	210				unannotated protein
NC_031039_00067	CDS	627				unannotated protein
NC_031039_00068	CDS	2250				unannotated protein
NC_031039_00069	CDS	750				unannotated protein
NC_031039_00070	CDS	792				unannotated protein
NC_031039_00071	CDS	276				unannotated protein
NC_031039_00072	CDS	216				unannotated protein
NC_031039_00073	CDS	201				unannotated protein
NC_031039_00074	CDS	561				unannotated protein
NC_031039_00075	CDS	1329				unannotated protein
NC_031039_00076	CDS	435				unannotated protein
NC_031039_00077	CDS	423				unannotated protein
NC_031039_00078	CDS	1272				unannotated protein
NC_031039_00079	CDS	825				unannotated protein
NC_031039_00080	CDS	234				unannotated protein
NC_031039_00081	CDS	1005				unannotated protein
NC_031039_00082	CDS	951				unannotated protein
NC_031039_00083	CDS	402				unannotated protein
NC_031039_00084	CDS	1647				unannotated protein
NC_031039_00085	CDS	333				unannotated protein
NC_031039_00086	CDS	258				unannotated protein
NC_031039_00087	CDS	1266				unannotated protein
NC_031039_00088	CDS	393				unannotated protein
NC_031039_00089	CDS	147				unannotated protein
NC_031039_00090	CDS	453				unannotated protein
NC_031039_00091	CDS	1998				unannotated protein
NC_031039_00092	CDS	186				unannotated protein
NC_031039_00093	CDS	408				unannotated protein
NC_031039_00094	CDS	165				unannotated protein
NC_031039_00095	CDS	237				unannotated protein
NC_031039_00096	CDS	282				unannotated protein
NC_031039_00097	CDS	2046				unannotated protein
NC_031039_00098	CDS	807				unannotated protein
NC_031039_00099	CDS	204				unannotated protein
NC_031039_00100	CDS	147				unannotated protein
NC_031039_00101	CDS	537				unannotated protein
NC_031039_00102	CDS	804				unannotated protein
NC_031039_00103	CDS	138				unannotated protein
NC_031039_00104	CDS	246				unannotated protein
NC_031039_00105	CDS	297				unannotated protein
NC_031039_00106	CDS	255				unannotated protein
NC_031039_00107	CDS	1491				unannotated protein
NC_031039_00108	CDS	219				unannotated protein
NC_031039_00109	CDS	396				unannotated protein
NC_031039_00110	CDS	345				unannotated protein
NC_031039_00111	CDS	327				unannotated protein
NC_031039_00112	CDS	711				unannotated protein
NC_031039_00113	CDS	297				unannotated protein
NC_031039_00114	CDS	693				unannotated protein
NC_031039_00115	CDS	198				unannotated protein
NC_031039_00116	CDS	561				unannotated protein
NC_031039_00117	CDS	273				unannotated protein
NC_031039_00118	CDS	459				unannotated protein
NC_031039_00119	CDS	642				unannotated protein
NC_031039_00120	CDS	1596				unannotated protein
NC_031039_00121	CDS	972				unannotated protein
NC_031039_00122	CDS	189				unannotated protein
NC_031039_00123	CDS	714				unannotated protein
NC_031039_00124	CDS	606				unannotated protein
NC_031039_00125	CDS	1215				unannotated protein
NC_031039_00126	CDS	771				unannotated protein
NC_031039_00127	CDS	711				unannotated protein
NC_031039_00128	CDS	747				unannotated protein
NC_031039_00129	CDS	2964				unannotated protein
NC_031039_00130	CDS	798				unannotated protein
NC_031039_00131	CDS	2196				unannotated protein
NC_031039_00132	CDS	717				unannotated protein
NC_031039_00133	CDS	237				unannotated protein
NC_031039_00134	CDS	594				unannotated protein
NC_031039_00135	CDS	1665				unannotated protein
NC_031039_00136	CDS	255				unannotated protein
NC_031039_00137	CDS	381				unannotated protein
NC_031039_00138	CDS	255				unannotated protein
NC_031039_00139	CDS	471				unannotated protein
NC_031039_00140	CDS	501				unannotated protein
NC_031039_00141	CDS	2736				unannotated protein
NC_031039_00142	CDS	420				unannotated protein
NC_031039_00143	CDS	144				unannotated protein
NC_031039_00144	CDS	687				unannotated protein
