# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	tRNA	2	92	-	LHOAKD_00005		(pseudo) tRNA-Xxx	
contig_1	cds	202	519	-	LHOAKD_00010		Protein UmuD-like protein	RefSeq:WP_047671867.1, SO:0001217, UniParc:UPI00051D1E82, UniRef:UniRef100_A0A482J446, UniRef:UniRef50_I6PCW5, UniRef:UniRef90_A0A377Y590
contig_1	cds	519	839	-	LHOAKD_00015		AAA-ATPase-like domain-containing protein	SO:0001217, UniParc:UPI0010BC20A1, UniRef:UniRef100_A0A482J6B2, UniRef:UniRef50_A0A0E1CMH3, UniRef:UniRef90_A0A482J6B2
contig_1	cds	836	2323	-	LHOAKD_00020	ltrA	group II intron reverse transcriptase/maturase	COG:COG3344, COG:X, EC:2.7.7.49, KEGG:K00986, RefSeq:WP_023332914.1, SO:0001217, UniParc:UPI00030CA3AD, UniRef:UniRef100_A0A2P9DY35, UniRef:UniRef50_A0A2X1Q015, UniRef:UniRef90_A0A2X1Q015
contig_1	cds	2812	3564	-	LHOAKD_00025		NAGPA domain-containing protein	RefSeq:WP_225865305.1, SO:0001217, UniParc:UPI000E2C53E9, UniRef:UniRef100_A0A482J2X3, UniRef:UniRef50_A0A4R3ZDH4, UniRef:UniRef90_A0A482J2X3
contig_1	cds	3579	5468	-	LHOAKD_00030		Flagellar hook-associated protein 1	SO:0001217, UniRef:UniRef50_A0A0H3FIK6, UniRef:UniRef90_UPI001CFCFEB7
contig_1	cds	6102	7130	-	LHOAKD_00035		Tail fiber protein	SO:0001217, UniParc:UPI0010B9A69B, UniRef:UniRef100_A0A422ZNH5, UniRef:UniRef50_A0A839CLZ3, UniRef:UniRef90_A0A839CLZ3
contig_1	cds	7147	7734	-	LHOAKD_00040		DUF2612 domain-containing protein	RefSeq:WP_004196823.1, SO:0001217, UniParc:UPI0002AA65B0, UniRef:UniRef100_A0A482J2J9, UniRef:UniRef50_A0A0H3GT66, UniRef:UniRef90_A0A0H3GT66
contig_1	cds	7727	8959	-	LHOAKD_00045		Baseplate-J domain-containing protein	RefSeq:WP_047671870.1, SO:0001217, UniParc:UPI00051D93A0, UniRef:UniRef100_A0A482J880, UniRef:UniRef50_A0A0H3GKS8, UniRef:UniRef90_A0A0H3GKS8
contig_1	cds	8967	9323	-	LHOAKD_00050		Phage protein	RefSeq:WP_001518114.1, SO:0001217, UniParc:UPI0001814778, UniRef:UniRef100_A0A0J4XXH5, UniRef:UniRef50_I0QRN8, UniRef:UniRef90_A0A0J4XXH5
contig_1	cds	9778	10368	-	LHOAKD_00055		Baseplate assembly protein	RefSeq:WP_047671871.1, SO:0001217, UniParc:UPI00051CDFF2, UniRef:UniRef100_A0A482J6C2, UniRef:UniRef50_A0A0W2CVT9, UniRef:UniRef90_A0A839CSK7
contig_1	cds	10358	11227	-	LHOAKD_00060		Aminopeptidase	RefSeq:WP_047671872.1, SO:0001217, UniParc:UPI00051D7A1B, UniRef:UniRef100_A0A482J6G1, UniRef:UniRef50_B5Y0D7, UniRef:UniRef90_A0A839CJ81
contig_1	cds	11224	11529	-	LHOAKD_00065		LSM14 domain-containing protein	RefSeq:WP_019725008.1, SO:0001217, UniParc:UPI0002DA70E4, UniRef:UniRef100_A0A7H4NP86, UniRef:UniRef50_I0QRQ6, UniRef:UniRef90_A0A7H4NP86
contig_1	cds	11531	12370	-	LHOAKD_00070		Phage tail protein	RefSeq:WP_029497460.1, SO:0001217, UniParc:UPI0004972841, UniRef:UniRef100_A0A8F7S0T9, UniRef:UniRef50_A0A5B8IAU7, UniRef:UniRef90_A0A839CIY5
contig_1	cds	12374	13399	-	LHOAKD_00075		Transglycosylase SLT domain protein	SO:0001217, UniParc:UPI000E2DA83C, UniRef:UniRef100_A0A482J675, UniRef:UniRef50_B5Y0E0, UniRef:UniRef90_A0A482J675
contig_1	cds	13433	14332	-	LHOAKD_00080		Transglycosylase SLT domain protein	SO:0001217, UniParc:UPI000E2E3E00, UniRef:UniRef100_A0A482J7U7, UniRef:UniRef50_B5Y0E0, UniRef:UniRef90_A0A482J675
contig_1	cds	14534	15010	-	LHOAKD_00085		DUF4055 domain-containing protein	RefSeq:WP_094313865.1, SO:0001217, UniParc:UPI000B95A7D2, UniRef:UniRef100_A0A482J2K8, UniRef:UniRef50_B5Y0E2, UniRef:UniRef90_B5Y0E2
contig_1	cds	15090	15647	-	LHOAKD_00090		ORF11CD3 domain-containing protein	RefSeq:WP_001518123.1, SO:0001217, UniParc:UPI0002A426B0, UniRef:UniRef100_A0A482J889, UniRef:UniRef50_A0A0H3GT54, UniRef:UniRef90_A0A0H3GT54
contig_1	cds	15827	16270	-	LHOAKD_00095		Minor tail protein	RefSeq:WP_061891328.1, SO:0001217, UniParc:UPI00077F8D0F, UniRef:UniRef100_A0A482J9D6, UniRef:UniRef50_A0A0H3GKS0, UniRef:UniRef90_A0A0H3GKS0
contig_1	cds	16270	17751	-	LHOAKD_00100		DUF3383 domain-containing protein	RefSeq:WP_061891329.1, SO:0001217, UniParc:UPI00077FB703, UniRef:UniRef100_A0A482J458, UniRef:UniRef50_A0A0H3GPA9, UniRef:UniRef90_A0A0H3GPA9
contig_1	cds	17755	18306	-	LHOAKD_00105		DUF3000 domain-containing protein	RefSeq:WP_032693632.1, SO:0001217, UniParc:UPI00044D3D27, UniRef:UniRef100_A0A5D3JLS6, UniRef:UniRef50_A0A0H3GP05, UniRef:UniRef90_A0A0H3GP05
contig_1	cds	18288	18656	-	LHOAKD_00110		Phage protein	RefSeq:WP_029497286.1, SO:0001217, UniParc:UPI000399AE77, UniRef:UniRef100_A0A486L9N8, UniRef:UniRef50_A0A0H3GJH1, UniRef:UniRef90_A0A0H3GJH1
contig_1	cds	18653	19216	-	LHOAKD_00115		Phage protein	RefSeq:WP_061891330.1, SO:0001217, UniParc:UPI00077FB1FA, UniRef:UniRef100_A0A482J9I7, UniRef:UniRef50_A0A8F8FFA7, UniRef:UniRef90_B5Y0E7
contig_1	cds	19662	19988	-	LHOAKD_00120		DUF2158 domain-containing protein	RefSeq:WP_047671892.1, SO:0001217, UniParc:UPI00051CCA8F, UniRef:UniRef100_A0A482J684, UniRef:UniRef50_B5Y0E9, UniRef:UniRef90_B5Y0E9
contig_1	cds	19990	21027	-	LHOAKD_00125		DUF2184 domain-containing protein	RefSeq:WP_019724831.1, SO:0001217, UniParc:UPI000303F853, UniRef:UniRef100_A0A8F7S1W1, UniRef:UniRef50_Q2NTN4, UniRef:UniRef90_B5Y0F0
contig_1	cds	21027	21509	-	LHOAKD_00130		DUF2190 domain-containing protein	RefSeq:WP_001518133.1, SO:0001217, UniParc:UPI0002A1F05F, UniRef:UniRef100_A0A0G3SA77, UniRef:UniRef50_A0A0H3GNZ8, UniRef:UniRef90_A0A0H3GNZ8
contig_1	cds	21511	22107	-	LHOAKD_00135		hypothetical protein	
contig_1	cds	22681	23379	-	LHOAKD_00140		Uncharacterized protein, contains phage Mu head morphogenesis gpF-like domain	COG:COG2369, COG:X, RefSeq:WP_040218285.1, SO:0001217, UniParc:UPI00051DEB27, UniRef:UniRef100_A0A482J9E6, UniRef:UniRef50_A0A0M7MM76, UniRef:UniRef90_A0A377YHF1
contig_1	cds	23432	24952	-	LHOAKD_00145		DUF1073 domain-containing protein	COG:COG3567, COG:S, RefSeq:WP_047671896.1, SO:0001217, UniParc:UPI00051CE055, UniRef:UniRef100_A0A5D3JQW3, UniRef:UniRef50_A0A0H3GKR0, UniRef:UniRef90_A0A0H3GKR0
contig_1	cds	24953	26629	-	LHOAKD_00150		Terminase-6C domain-containing protein	COG:COG5410, COG:S, RefSeq:WP_040218288.1, SO:0001217, UniParc:UPI00051D3A2D, UniRef:UniRef100_A0A5D3JLR8, UniRef:UniRef50_A0A6G5Y3Z1, UniRef:UniRef90_A0A0H3CNF6
contig_1	cds	26631	27263	-	LHOAKD_00155		Terminase small subunit	RefSeq:WP_072040663.1, SO:0001217, UniParc:UPI000657CE9F, UniRef:UniRef100_A0A7H4NPB0, UniRef:UniRef50_A0A564JBN9, UniRef:UniRef90_A0A7H4NPB0
contig_1	cds	27379	27528	-	LHOAKD_00160		Inner membrane protein	SO:0001217, UniParc:UPI00077FD46C, UniRef:UniRef100_A0A482J9J6, UniRef:UniRef50_A0A377YE98, UniRef:UniRef90_A0A377XPP8
contig_1	cds	27529	27846	+	LHOAKD_00165		Transposase	SO:0001217, UniRef:UniRef50_A0A482J694, UniRef:UniRef90_A0A482J694
contig_1	cds	27896	28363	-	LHOAKD_00170		Spanin, inner membrane subunit	EC:3.4.-.-, KEGG:K14744, RefSeq:WP_047671903.1, SO:0001217, UniParc:UPI00051DBEE7, UniRef:UniRef100_A0A482J7W4, UniRef:UniRef50_A0A0M4S624, UniRef:UniRef90_A0A482J7W4
contig_1	cds	28360	28863	-	LHOAKD_00175	rrrD	Phage-related lysozyme (muramidase), GH24 family	COG:COG3772, COG:M, RefSeq:WP_047671905.1, SO:0001217, UniParc:UPI00051D74BF, UniRef:UniRef100_A0A482J2M2, UniRef:UniRef50_P78285, UniRef:UniRef90_A0A5B9N053
contig_1	cds	28866	29180	-	LHOAKD_00180		Bacteriophage protein	RefSeq:WP_012967717.1, SO:0001217, UniParc:UPI0001BDD85F, UniRef:UniRef100_A0A8G1KL70, UniRef:UniRef50_A0A7W3D820, UniRef:UniRef90_A0A2H4TYX1
contig_1	cds	29751	30251	-	LHOAKD_00185		Antiterminator	RefSeq:WP_047671907.1, SO:0001217, UniParc:UPI00051D34BD, UniRef:UniRef100_A0A482J9F6, UniRef:UniRef50_A0A564M5J1, UniRef:UniRef90_A0A564M5J1
contig_1	cds	30248	30388	-	LHOAKD_00190	ylcG	YlcG family protein	RefSeq:WP_004884232.1, SO:0001217, UniParc:UPI00027C3376, UniRef:UniRef100_A0A2V1LGC2, UniRef:UniRef50_A0A377X627, UniRef:UniRef90_A0A7Z7SFA4
contig_1	cds	30385	30768	-	LHOAKD_00195		DUF3039 domain-containing protein	RefSeq:WP_004196866.1, SO:0001217, UniParc:UPI00027C3377, UniRef:UniRef100_J6IHP2, UniRef:UniRef50_A0A855X1I8, UniRef:UniRef90_G9Z9B9
contig_1	cds	30765	31346	-	LHOAKD_00200	ninG	Protein ninG	RefSeq:WP_061891333.1, SO:0001217, UniParc:UPI00077FC8FE, UniRef:UniRef100_A0A482J6I5, UniRef:UniRef50_A0A5J6T8T5, UniRef:UniRef90_A0A5J6T8T5
contig_1	cds	31339	31515	-	LHOAKD_00205	ninE	Protein ninE	SO:0001217, UniParc:UPI000205D9D6, UniRef:UniRef100_A0A2X3BV10, UniRef:UniRef50_Q47270, UniRef:UniRef90_A0A5B9MVU7
contig_1	cds	31515	32111	-	LHOAKD_00210		DUF1367 domain-containing protein	RefSeq:WP_047671911.1, SO:0001217, UniParc:UPI00051DBB7D, UniRef:UniRef100_A0A482J303, UniRef:UniRef50_Q32IS7, UniRef:UniRef90_A0A285B062
contig_1	cds	32268	32516	-	LHOAKD_00215		30S ribosomal protein S21	SO:0001217, UniParc:UPI00051D6605, UniRef:UniRef100_A0A482J6A2, UniRef:UniRef50_A0A1L5D544, UniRef:UniRef90_A0A1L5D544
contig_1	cds	32516	33163	-	LHOAKD_00220		Eaa1	RefSeq:WP_225865306.1, SO:0001217, UniParc:UPI000E2B0FBD, UniRef:UniRef100_A0A482J7X3, UniRef:UniRef50_A0A482J7X3, UniRef:UniRef90_A0A482J7X3
contig_1	cds	33160	33372	-	LHOAKD_00225		Phage protein	RefSeq:WP_116986021.1, SO:0001217, UniParc:UPI000E2BCC91, UniRef:UniRef100_A0A482J2M8, UniRef:UniRef50_A0A377Y8A5, UniRef:UniRef90_A0A377Y8A5
contig_1	cds	33372	33833	-	LHOAKD_00230		Ead/Ea22-like family protein	RefSeq:WP_116986020.1, SO:0001217, UniParc:UPI000E2C7FD3, UniRef:UniRef100_A0A482J8B3, UniRef:UniRef50_A0A6L7EIT8, UniRef:UniRef90_A0A482J8B3
contig_1	cds	33826	34089	-	LHOAKD_00235		DUF4752 domain-containing protein	RefSeq:WP_015370353.1, SO:0001217, UniParc:UPI0002AB4352, UniRef:UniRef100_A0A8F6ZNR2, UniRef:UniRef50_A0A378BZD7, UniRef:UniRef90_A0A378BZD7
contig_1	cds	34086	34520	-	LHOAKD_00240		Phage protein	RefSeq:WP_116986019.1, SO:0001217, UniParc:UPI000E2C4DA6, UniRef:UniRef100_A0A482J488, UniRef:UniRef50_A0A1D8JRH7, UniRef:UniRef90_A0A482J488
contig_1	cds	34517	34819	-	LHOAKD_00245	marR	MarR family transcriptional regulator	RefSeq:WP_116986018.1, SO:0001217, UniParc:UPI000E2CD801, UniRef:UniRef100_A0A482J6F5, UniRef:UniRef50_R4YHV4, UniRef:UniRef90_R4YHV4
contig_1	cds	34819	35595	-	LHOAKD_00250		Replication protein P	RefSeq:WP_004178817.1, SO:0001217, UniParc:UPI00021860D7, UniRef:UniRef100_A0A7Z7S3Y2, UniRef:UniRef50_A0A385Y105, UniRef:UniRef90_J6IHM8
contig_1	cds	35592	36326	-	LHOAKD_00255		DNA-binding helix-turn-helix protein	SO:0001217, UniParc:UPI0010BBE976, UniRef:UniRef100_A0A482J9L6, UniRef:UniRef50_A0A077P6I4, UniRef:UniRef90_J6IHQ2
