gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
XLXOQJXD_CDS_0001	1080	1	-	MK448781	-3403250.5603125044	1	192.0	0.328	1.0340000000000001e-55	p428256 VI_04636	1	242.627274	2.6893655004318663e-71	No_custom_HMM	No_custom_HMM	No_custom_HMM	1	PHANOTATE_1.5.1	CDS	#fea328	integrase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XLXOQJXD_CDS_0002	1228	1085	-	MK448781	-4.183844784661795	10387	118.0	1.0	8.771e-36	p58025 VI_05110	10387	120.106743	5.200019871279239e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	10387	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XLXOQJXD_CDS_0003	1406	1203	-	MK448781	-74.68000085298418	37018	57.0	0.483	6.336e-13	p428255 VI_04636	3845	85.703087	7.840381991636286e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	37018	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XLXOQJXD_CDS_0004	2066	1509	-	MK448781	-123637.09277013918	4012	306.0	0.735	1.5369999999999999e-97	NC_008376_p13	4012	321.388062	7.4557580041080425e-96	No_custom_HMM	No_custom_HMM	No_custom_HMM	4012	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XLXOQJXD_CDS_0005	2865	2068	-	MK448781	-8854375.542234404	811	49.0	0.385	4.914e-10	p6911 VI_09232	4	144.014587	1.217327214900606e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	811	PHANOTATE_1.5.1	CDS	#ffdf59	UmuD-like protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XLXOQJXD_CDS_0006	2886	2996	+	MK448781	-1.1365360922225196	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XLXOQJXD_CDS_0007	3029	3130	+	MK448781	-20.676355095380657	31919	66.0	1.0	4.488e-18	p139316 VI_00992	31919	66.073608	3.903916848379944e-18	No_custom_HMM	No_custom_HMM	No_custom_HMM	31919	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XLXOQJXD_CDS_0008	3226	3369	+	MK448781	-8.538625285394009	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	3150	94.944969	4.6295293759649974e-27	No_custom_HMM	No_custom_HMM	No_custom_HMM	3150	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XLXOQJXD_CDS_0009	3590	3366	-	MK448781	-343.9021087973725	3220	132.0	0.869	1.974e-40	p247832 VI_01507	3220	140.944	2.2664795471631582e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	3220	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
XLXOQJXD_CDS_0010	3649	3807	+	MK448781	-156.68101642092677	2253	118.0	1.0	7.976000000000001e-36	p324513 VI_05099	2253	121.425652	2.3879482022905527e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	2253	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
