gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
WSGLBIYY_CDS_0001	181	429	+	ON107264	-1.5419776471139168	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
WSGLBIYY_CDS_0002	553	446	-	ON107264	-0.0796232000931286	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
WSGLBIYY_CDS_0003	609	824	+	ON107264	-1.0634484772809332	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
WSGLBIYY_CDS_0004	878	1093	+	ON107264	-5.251235284489558	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
WSGLBIYY_CDS_0005	1138	1296	+	ON107264	-8.580048024558462	20584	119.0	1.0	2.3090000000000002e-35	p27977 VI_00883	20584	118.364243	2.125603317243257e-34	No_custom_HMM	No_custom_HMM	No_custom_HMM	20584	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
WSGLBIYY_CDS_0006	1384	2601	+	ON107264	-12179061242.89024	2467	391.0	0.499	2.494e-122	p16509 VI_02564	2467	337.175049	3.904873336409981e-100	No_custom_HMM	No_custom_HMM	No_custom_HMM	2467	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
WSGLBIYY_CDS_0007	2974	2855	-	ON107264	-0.0850158085467975	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
WSGLBIYY_CDS_0008	2961	3815	+	ON107264	-107716398.49256134	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
WSGLBIYY_CDS_0009	3821	4738	+	ON107264	-77286573803.29485	1733	209.0	0.434	3.643e-62	p185705 VI_04542	1733	271.987946	1.3180336002456923e-80	No_custom_HMM	No_custom_HMM	No_custom_HMM	1733	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
WSGLBIYY_CDS_0010	4740	5342	+	ON107264	-6133342.148405737	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	37745	34.487644	3.629183825762519e-08	No_custom_HMM	No_custom_HMM	No_custom_HMM	37745	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
