# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	gap	1021	1021	.				
contig_1	cds	1575	2042	-	OPIPON_00005		hypothetical protein	
contig_1	gap	1831	1831	.				
contig_1	cds	2376	3119	+	OPIPON_00010		hypothetical protein	
contig_1	gap	2936	2936	.				
contig_1	cds	3205	3771	+	OPIPON_00015		hypothetical protein	
contig_1	cds	3768	4562	+	OPIPON_00020		hypothetical protein	
contig_1	gap	3960	3960	.				
contig_1	gap	4607	4607	.				
contig_1	cds	4646	5215	-	OPIPON_00025		hypothetical protein	
contig_1	cds	5245	5406	-	OPIPON_00030		hypothetical protein	PFAM:PF00383.26
contig_1	cds	5378	5752	-	OPIPON_00035		hypothetical protein	PFAM:PF00383.26
contig_1	cds	5880	7070	-	OPIPON_00040		hypothetical protein	
contig_1	cds	7099	7503	-	OPIPON_00045		hypothetical protein	PFAM:PF09967.12
contig_1	cds	7513	7833	-	OPIPON_00050		hypothetical protein	
contig_1	cds	7835	8257	-	OPIPON_00055		hypothetical protein	
contig_1	cds	8254	8658	-	OPIPON_00060		hypothetical protein	
contig_1	cds	8642	9163	-	OPIPON_00065		hypothetical protein	
contig_1	cds	9216	9548	-	OPIPON_00070		hypothetical protein	
contig_1	cds	9846	9950	-	OPIPON_00075		hypothetical protein	
contig_1	cds	10099	10665	-	OPIPON_00080		hypothetical protein	PFAM:PF00075.27
contig_1	cds	10792	11541	+	OPIPON_00085		hypothetical protein	
contig_1	cds	11595	12506	-	OPIPON_00090		hypothetical protein	
contig_1	cds	12647	12865	-	OPIPON_00095		hypothetical protein	
contig_1	cds	12993	13133	+	OPIPON_00100		hypothetical protein	
contig_1	cds	13315	13584	-	OPIPON_00105		hypothetical protein	
contig_1	cds	13615	14028	-	OPIPON_00110		hypothetical protein	
contig_1	cds	14181	14687	+	OPIPON_00115		hypothetical protein	
contig_1	cds	14760	15764	-	OPIPON_00120		hypothetical protein	
contig_1	cds	15761	16696	-	OPIPON_00125		hypothetical protein	
contig_1	cds	16720	17724	-	OPIPON_00130		hypothetical protein	
contig_1	cds	17739	18212	-	OPIPON_00135		hypothetical protein	
contig_1	cds	18265	18576	-	OPIPON_00140		hypothetical protein	
contig_1	cds	18573	18893	-	OPIPON_00145		hypothetical protein	
contig_1	cds	18918	19292	-	OPIPON_00150		hypothetical protein	
contig_1	cds	19592	20458	-	OPIPON_00155		hypothetical protein	
contig_1	cds	20483	21121	-	OPIPON_00160		hypothetical protein	
contig_1	cds	21233	21544	-	OPIPON_00165		hypothetical protein	
contig_1	cds	21637	22044	-	OPIPON_00170		hypothetical protein	
contig_1	cds	22063	22896	-	OPIPON_00175		hypothetical protein	
contig_1	cds	22919	23707	-	OPIPON_00180		hypothetical protein	
contig_1	cds	23789	24967	-	OPIPON_00185		hypothetical protein	
contig_1	cds	24993	25244	-	OPIPON_00190		hypothetical protein	
contig_1	cds	25283	25492	-	OPIPON_00195		hypothetical protein	
contig_1	cds	25534	25707	-	OPIPON_00200		hypothetical protein	
contig_1	cds	25704	25838	-	OPIPON_00205		hypothetical protein	
contig_1	cds	25966	26700	-	OPIPON_00210		hypothetical protein	PFAM:PF00753.30, PFAM:PF12706.10
contig_1	cds	26943	28430	-	OPIPON_00215		hypothetical protein	
contig_1	cds	28440	29045	-	OPIPON_00220		hypothetical protein	
contig_1	cds	29149	29250	-	OPIPON_00225		hypothetical protein	
contig_1	cds	29346	29978	-	OPIPON_00230		hypothetical protein	
contig_1	cds	30077	30634	-	OPIPON_00235		hypothetical protein	
contig_1	cds	30728	31075	-	OPIPON_00240		hypothetical protein	
contig_1	cds	31898	32740	-	OPIPON_00245		hypothetical protein	PFAM:PF00389.33
contig_1	cds	32769	33458	-	OPIPON_00250		hypothetical protein	
contig_1	cds	33484	34116	-	OPIPON_00255		hypothetical protein	
contig_1	cds	34263	34964	-	OPIPON_00260		hypothetical protein	
contig_1	cds	34992	35897	-	OPIPON_00265		hypothetical protein	
contig_1	cds	35930	36976	-	OPIPON_00270		hypothetical protein	
contig_1	cds	37127	37888	-	OPIPON_00275		hypothetical protein	
contig_1	cds	38175	38546	-	OPIPON_00280		hypothetical protein	
contig_1	cds	38546	39412	-	OPIPON_00285		hypothetical protein	
contig_1	cds	39678	40175	-	OPIPON_00290		hypothetical protein	
contig_1	cds	40199	40939	-	OPIPON_00295		hypothetical protein	
contig_1	cds	41862	42146	-	OPIPON_00300		hypothetical protein	
contig_1	cds	42180	42590	-	OPIPON_00305		hypothetical protein	
contig_1	cds	42608	43288	-	OPIPON_00310		hypothetical protein	
contig_1	cds	43285	43551	-	OPIPON_00315		hypothetical protein	
contig_1	cds	43514	43636	-	OPIPON_00320		hypothetical protein	
contig_1	cds	43655	44539	-	OPIPON_00325		hypothetical protein	
contig_1	cds	44658	45173	-	OPIPON_00330		hypothetical protein	PFAM:PF00505.22, PFAM:PF08220.15, PFAM:PF08279.15, PFAM:PF08721.14, PFAM:PF09012.13, PFAM:PF13412.9
contig_1	cds	45191	45670	-	OPIPON_00335		hypothetical protein	PFAM:PF01022.23, PFAM:PF01047.25, PFAM:PF01710.19, PFAM:PF08220.15, PFAM:PF08279.15, PFAM:PF13412.9, PFAM:PF13936.9
contig_1	cds	45683	46129	-	OPIPON_00340		hypothetical protein	
contig_1	cds	46205	46891	-	OPIPON_00345		hypothetical protein	
contig_1	cds	46909	47001	-	OPIPON_00350		hypothetical protein	
contig_1	cds	47022	47639	-	OPIPON_00355		hypothetical protein	PFAM:PF13412.9
contig_1	cds	47719	48300	-	OPIPON_00360		hypothetical protein	PFAM:PF16473.8
contig_1	cds	48326	48682	-	OPIPON_00365		hypothetical protein	
contig_1	cds	48823	49530	-	OPIPON_00370		hypothetical protein	PFAM:PF06725.14
contig_1	cds	49656	50108	-	OPIPON_00375		hypothetical protein	
contig_1	cds	50222	50764	-	OPIPON_00380		hypothetical protein	
contig_1	cds	51630	52778	-	OPIPON_00385		hypothetical protein	
contig_1	cds	52876	53352	-	OPIPON_00390		hypothetical protein	
contig_1	cds	53392	53616	-	OPIPON_00395		hypothetical protein	
contig_1	cds	53618	54016	-	OPIPON_00400		hypothetical protein	
contig_1	cds	54147	54905	-	OPIPON_00405		hypothetical protein	
contig_1	cds	54951	57422	-	OPIPON_00410		hypothetical protein	
contig_1	cds	57688	58212	+	OPIPON_00415		hypothetical protein	
contig_1	cds	58199	58312	+	OPIPON_00420		hypothetical protein	
contig_1	cds	58365	58994	+	OPIPON_00425		hypothetical protein	
contig_1	cds	59043	60323	-	OPIPON_00430		hypothetical protein	
contig_1	cds	60507	61010	-	OPIPON_00435		hypothetical protein	
contig_1	cds	61000	61731	-	OPIPON_00440		hypothetical protein	
contig_1	cds	61854	62249	-	OPIPON_00445		hypothetical protein	
contig_1	cds	62269	62730	-	OPIPON_00450		hypothetical protein	
contig_1	cds	62703	63152	-	OPIPON_00455		hypothetical protein	
contig_1	cds	63170	64087	-	OPIPON_00460		hypothetical protein	
contig_1	cds	64170	66047	-	OPIPON_00465		hypothetical protein	
contig_1	cds	66085	66765	-	OPIPON_00470		hypothetical protein	
contig_1	cds	66784	67557	-	OPIPON_00475		hypothetical protein	
