Node_ID	Description	Family	Colour (Family)
JF704093	Mycobacterium phage Backyardigan	Unclassified	#D3D3D3
JF704092	Mycobacterium phage Alice	Unclassified	#D3D3D3
JF704091	Mycobacterium phage ABU	Unclassified	#D3D3D3
JN185608	Mycobacterium phage JAWS	Unclassified	#D3D3D3
JN153086	Mycobacterium phage Euphoria	Unclassified	#D3D3D3
JN153085	Mycobacterium phage Doom	Unclassified	#D3D3D3
JN083853	Mycobacterium phage Airmid	Unclassified	#D3D3D3
JN083852	Mycobacterium phage Benedict	Unclassified	#D3D3D3
JN049605	Mycobacterium phage EricB	Unclassified	#D3D3D3
JN020143	Mycobacterium phage ShiLan	Unclassified	#D3D3D3
JN020142	Mycobacterium phage Mutaforma13	Unclassified	#D3D3D3
JN006062	Mycobacterium phage Rakim	Unclassified	#D3D3D3
JN006061	Mycobacterium phage Toto	Unclassified	#D3D3D3
JF957060	Mycobacterium phage Timshel	Unclassified	#D3D3D3
JF957059	Mycobacterium phage Optimus	Unclassified	#D3D3D3
JF957058	Mycobacterium phage HelDan	Unclassified	#D3D3D3
JF957057	Mycobacterium phage BPBiebs31	Unclassified	#D3D3D3
JF957056	Mycobacterium phage Thora	Unclassified	#D3D3D3
JF792674	Mycobacterium phage Shaka	Unclassified	#D3D3D3
JF744988	Mycobacterium phage Faith1	Vilmaviridae	#79A4A5
HQ728524	Mycobacterium phage Wee	Unclassified	#D3D3D3
HM152766	Mycobacterium phage Eagle	Unclassified	#D3D3D3
HM152765	Mycobacterium phage Island3	Unclassified	#D3D3D3
HM152764	Mycobacterium phage Angelica	Unclassified	#D3D3D3
HM152763	Mycobacterium phage LeBron	Vilmaviridae	#79A4A5
GU247134	Mycobacterium phage Scoot17C	Unclassified	#D3D3D3
GU247133	Mycobacterium phage Fang	Unclassified	#D3D3D3
GU247132	Mycobacterium phage SkiPole	Unclassified	#D3D3D3
GQ303266	Mycobacterium phage UncleHowie	Unclassified	#D3D3D3
GQ303265	Mycobacterium phage Pumpkin	Unclassified	#D3D3D3
GQ303264	Mycobacterium phage Puhltonio	Unclassified	#D3D3D3
GQ303263	Mycobacterium phage Peaches	Unclassified	#D3D3D3
GQ303262	Mycobacterium phage LRRHood	Unclassified	#D3D3D3
GQ303261	Mycobacterium phage Hope	Unclassified	#D3D3D3
GQ303260	Mycobacterium phage ET08	Unclassified	#D3D3D3
GQ303259	Mycobacterium phage Colbert	Unclassified	#D3D3D3
FJ174694	Mycobacterium phage Chah	Unclassified	#D3D3D3
FJ174693	Mycobacterium phage Ramsey	Unclassified	#D3D3D3
FJ174692	Mycobacterium phage Pacc40	Unclassified	#D3D3D3
FJ174690	Mycobacterium phage Fruitloop	Unclassified	#D3D3D3
FJ168662	Mycobacterium phage Troll4	Unclassified	#D3D3D3
FJ168659	Mycobacterium phage Brujita	Unclassified	#D3D3D3
EU826471	Mycobacterium phage Cali	Unclassified	#D3D3D3
EU826470	Mycobacterium phage Solon	Unclassified	#D3D3D3
EU826468	Mycobacterium phage Spud	Unclassified	#D3D3D3
EU826467	Mycobacterium phage Rizal	Unclassified	#D3D3D3
EU826466	Mycobacterium phage Myrna	Unclassified	#D3D3D3
EU816591	Mycobacterium phage Kostya	Unclassified	#D3D3D3
EU816590	Mycobacterium phage Boomer	Unclassified	#D3D3D3
EU816589	Mycobacterium phage Phaedrus	Unclassified	#D3D3D3
EU816588	Mycobacterium phage Porky	Unclassified	#D3D3D3
EU770222	Mycobacterium phage Predator	Unclassified	#D3D3D3
EU770221	Mycobacterium phage Nigel	Unclassified	#D3D3D3
EU744252	Mycobacterium phage DD5	Unclassified	#D3D3D3
EU744251	Mycobacterium phage Jasper	Unclassified	#D3D3D3
EU744250	Mycobacterium phage Pukovnik	Unclassified	#D3D3D3
EU744249	Mycobacterium phage Lockley	Unclassified	#D3D3D3
EU744248	Mycobacterium phage KBG	Unclassified	#D3D3D3
EF536069	Mycobacterium phage Tweety	Unclassified	#D3D3D3
DQ398053	Mycobacterium phage Catera	Unclassified	#D3D3D3
DQ398050	Mycobacterium phage PMC	Unclassified	#D3D3D3
DQ398048	Mycobacterium phage Qyrzula	Unclassified	#D3D3D3
DQ398043	Mycobacterium phage Che12	Unclassified	#D3D3D3
DQ398049	Mycobacterium phage Pipefish	Unclassified	#D3D3D3
DQ398046	Mycobacterium phage Orion	Unclassified	#D3D3D3
DQ398045	Mycobacterium phage Llij	Unclassified	#D3D3D3
DQ398044	Mycobacterium phage Cooper	Unclassified	#D3D3D3
DQ398041	Mycobacterium phage 244	Unclassified	#D3D3D3
AY500153	Mycobacterium phage Bethlehem	Unclassified	#D3D3D3
AY500152	Mycobacterium phage U2	Unclassified	#D3D3D3
AY308796	Escherichia phage Tls	Drexlerviridae	#86048D
AF547430	Mycobacterium phage PG1	Unclassified	#D3D3D3
AY129338	Mycobacterium phage Omega	Unclassified	#D3D3D3
AY129337	Mycobacterium phage Bxz1	Unclassified	#D3D3D3
AY129335	Mycobacterium phage Corndog	Unclassified	#D3D3D3
AY129334	Mycobacterium phage Rosebush	Unclassified	#D3D3D3
AY129333	Mycobacterium phage Che9c	Unclassified	#D3D3D3
AY129331	Mycobacterium phage Cjw1	Unclassified	#D3D3D3
AF271693	Mycobacterium phage Bxb1	Unclassified	#D3D3D3
AF068845	Mycobacterium phage TM4	Unclassified	#D3D3D3
OR149016	Microvirus D_HF38_35	Microviridae	#CAA62B
OR149015	Microvirus D_HF38_28	Microviridae	#CAA62B
OR149014	Microvirus D_HF36_482	Microviridae	#CAA62B
OR149013	Microvirus D_HF36_426	Microviridae	#CAA62B
OR149012	Microvirus D_HF34_23	Microviridae	#CAA62B
OR149011	Microvirus D_HF33_14	Microviridae	#CAA62B
OR149010	Microvirus D_HF32_302	Microviridae	#CAA62B
OR149009	Microvirus D_HF7_11	Microviridae	#CAA62B
OR149008	Microvirus D_HF6_206	Microviridae	#CAA62B
OR149007	Microvirus D_HF6_100	Microviridae	#CAA62B
OR149006	Microvirus D_HF5_137	Microviridae	#CAA62B
OR149005	Microvirus D_HF5_131	Microviridae	#CAA62B
OR149004	Microvirus D_HF5_107	Microviridae	#CAA62B
OR149003	Microvirus D_HF5_96	Microviridae	#CAA62B
OR149002	Microvirus D_HF4_371	Microviridae	#CAA62B
OR149001	Microvirus D_HF4_340	Microviridae	#CAA62B
OR149000	Microvirus D_HF4_329	Microviridae	#CAA62B
OR148999	Microvirus D_HF4_320	Microviridae	#CAA62B
OR148998	Microvirus D_HF4_298	Microviridae	#CAA62B
OR148997	Microvirus D_HF4_274	Microviridae	#CAA62B
OR148996	Microvirus D_HF4_162	Microviridae	#CAA62B
OR148995	Microvirus D_HF4_150	Microviridae	#CAA62B
OR148994	Microvirus D_HF4_149	Microviridae	#CAA62B
OR148993	Microvirus D_HF4_144	Microviridae	#CAA62B
OR148992	Microvirus D_HF4_124	Microviridae	#CAA62B
OR148991	Microvirus D_HF4_111	Microviridae	#CAA62B
OR148990	Microvirus D_HF3_26	Microviridae	#CAA62B
OR148989	Microvirus D_HF2_273	Microviridae	#CAA62B
OR148988	Microvirus D_HF2_219	Microviridae	#CAA62B
OR148987	Caudovirus D_HF5_3	Unclassified	#D3D3D3
OR148985	Caudovirus D_HF4_2	Unclassified	#D3D3D3
OR148984	Caudovirus D_HF2_7	Unclassified	#D3D3D3
OR148983	Inovirus D_HF35_23	Inoviridae	#126EEE
OR148982	Inovirus D_HF3_8	Inoviridae	#126EEE
OR148981	Inovirus D_HF2_82	Inoviridae	#126EEE
OR148980	Inovirus D_HF5_49	Inoviridae	#126EEE
OR148979	Inovirus D_HF3_10	Inoviridae	#126EEE
OR148978	Inovirus D_HF5_61	Inoviridae	#126EEE
OR148977	Inovirus D_HF32_91	Inoviridae	#126EEE
OR148976	Inovirus D_HF34_8	Inoviridae	#126EEE
OR148975	Inovirus D_HF33_10	Inoviridae	#126EEE
OR148974	Inovirus D_HF4_79	Inoviridae	#126EEE
OR148973	Inovirus D_HF38_14	Inoviridae	#126EEE
OR148972	Inovirus D_HF5_75	Inoviridae	#126EEE
OR148971	Inovirus D_HF4_80	Inoviridae	#126EEE
OR148970	Inovirus D_HF3_12	Inoviridae	#126EEE
OR148969	Inovirus D_HF6_34	Inoviridae	#126EEE
OR148968	Inovirus D_HF2_144	Inoviridae	#126EEE
OR148967	Inovirus D_HF7_9	Inoviridae	#126EEE
OR148966	Inovirus D_HF1_11	Inoviridae	#126EEE
OR148965	Inovirus D_HF3_19	Inoviridae	#126EEE
OR296439	Bacteroides phage C3_41T2LP	Unclassified	#D3D3D3
OR296438	Bacteroides phage C2_18_80S2P	Unclassified	#D3D3D3
OR296437	Bacteroides phage C1_85S2P	Unclassified	#D3D3D3
OR243293	Vibrio phage vB_VibM_83AMN	Unclassified	#D3D3D3
OR062950	Staphylococcus phage 357Saur119PP	Herelleviridae	#EA8B1A
OR062949	Staphylococcus phage 355Saur083PP	Herelleviridae	#EA8B1A
OR062948	Staphylococcus phage 351Saur083PP	Rountreeviridae	#3E1492
OR062947	Escherichia phage 348Ecol098PP	Straboviridae	#E82358
OR062946	Escherichia phage 310Ecol104PP	Straboviridae	#E82358
OR062945	Escherichia phage 308Ecol101PP	Straboviridae	#E82358
OR062944	Escherichia phage 303Ecol101PP	Straboviridae	#E82358
OR062943	Escherichia phage 241Ecol014PP	Unclassified	#D3D3D3
OY726582	Escherichia phage vB_Eco_NicPhage	Straboviridae	#E82358
OR437326	Escherichia phage iGC_PHA_EC001	Unclassified	#D3D3D3
OQ357823	Escherichia phage CY1_Cui-2023	Drexlerviridae	#86048D
OM782678	Vibrio phage PC-Liy1	Straboviridae	#E82358
MT360681	Shigella phage 2019SD1	Drexlerviridae	#86048D
MN545971	Citrobacter phage HCF1	Drexlerviridae	#86048D
OR067838	Escherichia phage KKP 3954	Unclassified	#D3D3D3
OR067837	Salmonella phage KKP 3953	Demerecviridae	#EABE70
OR067836	Serratia phage KKP 3708	Autographiviridae	#26AD98
OR067835	Salmonella phage KKP 3828	Autographiviridae	#26AD98
OR067834	Escherichia phage KKP 3715	Schitoviridae	#CB874E
OR067833	Serratia phage KKP 3709	Unclassified	#D3D3D3
OR083247	Escherichia phage Bf23	Demerecviridae	#EABE70
OR367448	Ralstonia phage BOESR1	Autographiviridae	#26AD98
OR125561	Erwinia phage vB_EamM-BoyaciRG1	Unclassified	#D3D3D3
OQ990040	Escherichia phage SUT_E520	Demerecviridae	#EABE70
OQ990039	Escherichia phage SUT_E420	Demerecviridae	#EABE70
OQ985170	Lactococcus phage STA254	Unclassified	#D3D3D3
OQ985169	Lactococcus phage STA251	Unclassified	#D3D3D3
OQ985168	Lactococcus phage STA206	Unclassified	#D3D3D3
OQ985167	Lactococcus phage STA189	Unclassified	#D3D3D3
OQ985166	Lactococcus phage STA173	Unclassified	#D3D3D3
OQ985165	Lactococcus phage STA147	Unclassified	#D3D3D3
OQ985164	Lactococcus phage STA135	Unclassified	#D3D3D3
OQ985163	Lactococcus phage STA74	Unclassified	#D3D3D3
OQ985162	Lactococcus phage STA30	Unclassified	#D3D3D3
OQ985161	Lactococcus phage STA28	Unclassified	#D3D3D3
OQ970439	Streptomyces phage Verabelle	Unclassified	#D3D3D3
OQ970438	Streptomyces phage Vanseggelen	Unclassified	#D3D3D3
OQ938542	Escherichia phage vB_EcoP_PE007	Schitoviridae	#CB874E
OQ938541	Escherichia phage vB_EcoP_PE006	Unclassified	#D3D3D3
OQ938574	Achromobacter phage JWT	Unclassified	#D3D3D3
OQ870568	Escherichia phage Zappy	Autographiviridae	#26AD98
OQ870567	Escherichia phage SR04	Autographiviridae	#26AD98
OQ870566	Escherichia phage SR02	Unclassified	#D3D3D3
OQ850971	Halorubrum spindle-shaped virus-BLv25	Unclassified	#D3D3D3
OQ850970	Halorubrum tailed virus BLv36	Unclassified	#D3D3D3
OQ504984	Synechococcus phage S-8S56	Kyanoviridae	#478C15
OQ504983	Synechococcus phage S-8S55	Kyanoviridae	#478C15
OQ504982	Synechococcus phage S-8S53	Kyanoviridae	#478C15
OQ504981	Synechococcus phage S-RS29	Kyanoviridae	#478C15
OQ504980	Synechococcus phage S-MS29	Kyanoviridae	#478C15
OQ504979	Synechococcus phage S-8S29	Kyanoviridae	#478C15
OR159677	Gordonia phage Nebulosus	Unclassified	#D3D3D3
OQ927978	Salmonella phage SEA1	Straboviridae	#E82358
ON531988	Acinetobacter phage TCUAN1	Unclassified	#D3D3D3
ON531987	Acinetobacter phage TCUAN2	Autographiviridae	#26AD98
MT926124	Staphylococcus phage Portland	Rountreeviridae	#3E1492
MT596500	Staphylococcus phage BESEP3	Rountreeviridae	#3E1492
MH206184	Xanthomonas phage phiLf UK	Inoviridae	#126EEE
KX712143	Sulfolobus islandicus rod-shaped virus 3	Rudiviridae	#0A68D5
JX944686	Sulfolobales Mexican rod-shaped virus 1	Rudiviridae	#0A68D5
AB231700	Microcystis phage LMM01	Unclassified	#D3D3D3
ON528933	Arthrobacter phage SWEP2	Unclassified	#D3D3D3
OR000396	Pseudomonas phage BUCT640	Unclassified	#D3D3D3
OQ508958	Pseudoalteromonas phage vB_PtuP_Slicky01	Unclassified	#D3D3D3
OQ508957	Alishewanella phage vB_AspM_Slickus01	Unclassified	#D3D3D3
OQ508956	Alishewanella phage vB_AspM_Slicko01	Unclassified	#D3D3D3
OR225224	Sphingomonas phage Birtae	Unclassified	#D3D3D3
OR225223	Sphingomonas phage Carli	Unclassified	#D3D3D3
OR225222	Sphingomonas phage Kimi	Unclassified	#D3D3D3
OQ791220	Pseudomonas phage PaVOA	Schitoviridae	#CB874E
OR228483	Escherichia phage pO2	Unclassified	#D3D3D3
OR122689	Salmonella phage vB_SenM-AKM_NP4	Straboviridae	#E82358
OR122688	Salmonella phage vB_SenM-AKM_ssTn	Ackermannviridae	#99CEE5
OR122687	Salmonella phage vB_SenS-AKM_ECS	Demerecviridae	#EABE70
OR195094	Mycobacterium phage MTBP1	Unclassified	#D3D3D3
MN158218	Escherichia phage BEC1-17	Unclassified	#D3D3D3
MN158217	Escherichia phage BEC3	Drexlerviridae	#86048D
MN158216	Escherichia phage BEK26	Drexlerviridae	#86048D
MN158215	Escherichia phage BEK12B	Drexlerviridae	#86048D
MN158214	Escherichia phage BEBK14	Drexlerviridae	#86048D
MN158213	Escherichia phage BEK2-2	Unclassified	#D3D3D3
MN158212	Escherichia phage BEK1-1	Drexlerviridae	#86048D
MN158211	Escherichia phage BEK1-23	Drexlerviridae	#86048D
MN158210	Escherichia phage BEK12A	Drexlerviridae	#86048D
MN158209	Escherichia phage BEK7	Drexlerviridae	#86048D
MN158208	Escherichia phage BEK6	Drexlerviridae	#86048D
MN158207	Escherichia phage BEK3	Drexlerviridae	#86048D
MN158206	Escherichia phage BEK2	Drexlerviridae	#86048D
OR145793	Klebsiella phage Kpn BU9	Unclassified	#D3D3D3
OR145792	Klebsiella phage Kpn BM7	Unclassified	#D3D3D3
OQ361773	Cronobacter phage vB_Cdu_VP8	Unclassified	#D3D3D3
ON157416	Cronobacter phage Dev_CS701	Straboviridae	#E82358
OL828291	Enterobacter phage vB-EclM_KMB20	Straboviridae	#E82358
OL828290	Enterobacter phage vB-EclM_KMB19	Straboviridae	#E82358
OL849997	Enterobacter phage vB-EclM_KMB17	Straboviridae	#E82358
OY720014	Escherichia phage vB_Eco_QOTSP	Straboviridae	#E82358
MZ398245	Klebsiella phage IME183	Autographiviridae	#26AD98
OQ938592	Arthrobacter phage VroomVroom	Unclassified	#D3D3D3
OQ709216	Arthrobacter phage Emotion	Unclassified	#D3D3D3
OQ627802	Lactobacillus phage CR28	Unclassified	#D3D3D3
OQ627808	Lactobacillus phage T280	Unclassified	#D3D3D3
OQ627807	Lactobacillus phage S193	Unclassified	#D3D3D3
OQ627806	Lactobacillus phage S16	Unclassified	#D3D3D3
OQ627805	Lactobacillus phage P185	Unclassified	#D3D3D3
OQ627804	Lactobacillus phage CV244	Unclassified	#D3D3D3
OQ627803	Lactobacillus phage CR191	Unclassified	#D3D3D3
OP820474	Arthrobacter phage Tuck	Unclassified	#D3D3D3
OP434455	Arthrobacter phage VResidence	Unclassified	#D3D3D3
ON968456	Pseudanabaena phage Pan5	Unclassified	#D3D3D3
ON968455	Pseudanabaena phage Pan4	Unclassified	#D3D3D3
ON968454	Pseudanabaena phage Pan3	Unclassified	#D3D3D3
ON968453	Pseudanabaena phage Pan2	Unclassified	#D3D3D3
ON968452	Pseudanabaena phage Pan1	Unclassified	#D3D3D3
ON208833	Arthrobacter phage Iter	Unclassified	#D3D3D3
OL455896	Arthrobacter phage Reedo	Unclassified	#D3D3D3
OL549192	Arthrobacter phage Lizalica	Unclassified	#D3D3D3
OL549191	Arthrobacter phage Amyev	Unclassified	#D3D3D3
OL549189	Arthrobacter phage Crewmate	Unclassified	#D3D3D3
OL549188	Arthrobacter phage Warda	Unclassified	#D3D3D3
OK381870	Vibrio phage D4	Unclassified	#D3D3D3
OK040777	Arthrobacter phage KeAlii	Unclassified	#D3D3D3
MZ681506	Arthrobacter phage Asa16	Unclassified	#D3D3D3
MZ005682	Arthrobacter phage Kaylissa	Unclassified	#D3D3D3
MW055910	Arthrobacter phage Tbone	Unclassified	#D3D3D3
MT889376	Arthrobacter phage Phives	Unclassified	#D3D3D3
MT889375	Arthrobacter phage Adumb2043	Unclassified	#D3D3D3
MT889366	Arthrobacter phage London	Unclassified	#D3D3D3
MT639653	Arthrobacter phage Elezi	Unclassified	#D3D3D3
MT024871	Arthrobacter phage YesChef	Unclassified	#D3D3D3
MT024869	Arthrobacter phage Lego	Unclassified	#D3D3D3
MN908689	Arthrobacter phage DrSierra	Unclassified	#D3D3D3
MN813676	Arthrobacter phage Adolin	Unclassified	#D3D3D3
MN703413	Arthrobacter phage Powerpuff	Unclassified	#D3D3D3
MK061413	Arthrobacter phage Liebe	Unclassified	#D3D3D3
MH834629	Arthrobacter phage Yang	Unclassified	#D3D3D3
MH834619	Arthrobacter phage Maureen	Unclassified	#D3D3D3
MH834610	Arthrobacter phage DrManhattan	Unclassified	#D3D3D3
MK630230	Klebsiella phage Spivey	Demerecviridae	#EABE70
OR075999	Pseudomonas phage vB3530	Unclassified	#D3D3D3
OK896991	Geobacillus phage GR1	Unclassified	#D3D3D3
OP830907	Methylophilales phage MEP402	Zobellviridae	#4CEBB1
OP830906	Methylophilales phage MEP401	Zobellviridae	#4CEBB1
OQ955832	Escherichia phage vB_EcoS_PJ16	Unclassified	#D3D3D3
OY639338	Klebsiella phage vB_KppS-Samwise	Drexlerviridae	#86048D
OY639337	Klebsiella phage vB_KppS-Samwise	Drexlerviridae	#86048D
OQ970155	Pseudomonas phage LSL4	Unclassified	#D3D3D3
OR231920	Klebsiella phage pzk-kv6-1	Straboviridae	#E82358
OR231919	Klebsiella phage pzk-kv23	Demerecviridae	#EABE70
OR231918	Klebsiella phage pzk-kv19	Straboviridae	#E82358
OR231917	Klebsiella phage pzk-kv8	Unclassified	#D3D3D3
OR231916	Klebsiella phage pzk-kv7	Demerecviridae	#EABE70
OR231915	Klebsiella phage pzk-kv4	Straboviridae	#E82358
OR159675	Gordonia phage Savbucketdawg	Unclassified	#D3D3D3
OR159674	Microbacterium phage Nicole72	Unclassified	#D3D3D3
OR159673	Microbacterium phage Hermeonysus	Unclassified	#D3D3D3
OR159672	Gordonia phage Horseradish	Unclassified	#D3D3D3
OR159671	Gordonia phage Conley	Unclassified	#D3D3D3
OR159670	Arthrobacter phage WonderBoy	Unclassified	#D3D3D3
OR159669	Mycobacterium phage Karhdo	Unclassified	#D3D3D3
OR159668	Mycobacterium phage Aegeus	Vilmaviridae	#79A4A5
OR159667	Mycobacterium phage ShroomBoi	Unclassified	#D3D3D3
OR159666	Gordonia phage Budski	Unclassified	#D3D3D3
OR159665	Mycobacterium phage Lumine	Unclassified	#D3D3D3
OR159664	Gordonia Phage JonJames	Unclassified	#D3D3D3
OR159663	Gordonia Phage PhinkBoden	Unclassified	#D3D3D3
OR159662	Arthrobacter phage MrAaronian	Unclassified	#D3D3D3
OR159661	Mycobacterium phage Basato	Unclassified	#D3D3D3
OR159659	Rhodococcus phage Reynauld	Unclassified	#D3D3D3
OR159658	Microbacterium phage Milani	Unclassified	#D3D3D3
OR159657	Microbacterium phage Kojax4	Orlajensenviridae	#FF610B
OR159656	Mycobacterium phage Inverness	Unclassified	#D3D3D3
OR159654	Mycobacterium phage Aikoy	Unclassified	#D3D3D3
OR159653	Microbacterium phage KillerTomato	Orlajensenviridae	#FF610B
OR159652	Gordonia phage Yummy	Unclassified	#D3D3D3
OR159651	Gordonia phage Outis	Zierdtviridae	#D5465B
OR159650	Microbacterium phage SallyK	Unclassified	#D3D3D3
OR159649	Gordonia phage Jamzy	Unclassified	#D3D3D3
OQ076693	Escherichia phage PNJ-6	Straboviridae	#E82358
OQ860987	Salmonella phage ST1_da Silva-2023	Autographiviridae	#26AD98
OQ860986	Salmonella phage ST3_da Silva-2023	Autographiviridae	#26AD98
OQ860984	Salmonella phage ST11_da Silva-2023	Autographiviridae	#26AD98
OQ198718	Kolpuevirus sp. 'frurule'	Steigviridae	#3FBEF9
OQ291079	Salmonella phage Kenya-K69	Unclassified	#D3D3D3
OQ291078	Salmonella phage Kenya-K68	Unclassified	#D3D3D3
OQ291077	Salmonella phage Kenya-K67	Unclassified	#D3D3D3
OQ291076	Salmonella phage Kenya-K66	Unclassified	#D3D3D3
OQ291075	Salmonella phage Kenya-K65	Unclassified	#D3D3D3
OQ291074	Salmonella phage Kenya-K64	Unclassified	#D3D3D3
OQ291073	Salmonella phage Kenya-K63	Unclassified	#D3D3D3
OQ291072	Salmonella phage Kenya-K62	Unclassified	#D3D3D3
OQ291071	Salmonella phage Kenya-K60	Unclassified	#D3D3D3
OQ291070	Salmonella phage Kenya-K59	Unclassified	#D3D3D3
OQ291069	Salmonella phage Kenya-K57	Unclassified	#D3D3D3
OQ291068	Salmonella phage Kenya-K55	Unclassified	#D3D3D3
OQ291067	Salmonella phage Kenya-K54	Unclassified	#D3D3D3
OQ291066	Salmonella phage Kenya-K52	Unclassified	#D3D3D3
OQ291065	Salmonella phage Kenya-K51	Unclassified	#D3D3D3
OQ291064	Salmonella phage Kenya-K50	Unclassified	#D3D3D3
OQ291063	Salmonella phage Kenya-K49	Unclassified	#D3D3D3
OQ291062	Salmonella phage Kenya-K48	Unclassified	#D3D3D3
OQ291061	Salmonella phage Kenya-K45	Demerecviridae	#EABE70
OQ291060	Salmonella phage Kenya-K43	Demerecviridae	#EABE70
OQ291059	Salmonella phage Kenya-K42	Demerecviridae	#EABE70
OQ291058	Salmonella phage Kenya-K41	Demerecviridae	#EABE70
OQ291057	Salmonella phage Kenya-K34	Demerecviridae	#EABE70
OQ291056	Salmonella phage Kenya-K33	Demerecviridae	#EABE70
OQ291055	Salmonella phage Kenya-K32	Autographiviridae	#26AD98
OQ291054	Salmonella phage Kenya-K31	Autographiviridae	#26AD98
OQ291053	Salmonella phage Kenya-K29	Unclassified	#D3D3D3
OQ291052	Salmonella phage Kenya-K28	Unclassified	#D3D3D3
OQ291051	Salmonella phage Kenya-K27	Unclassified	#D3D3D3
OQ291049	Salmonella phage Kenya-K26	Unclassified	#D3D3D3
OQ291048	Salmonella phage Kenya-K25	Unclassified	#D3D3D3
OQ291047	Salmonella phage Kenya-K24	Unclassified	#D3D3D3
OQ291046	Salmonella phage Kenya-K23	Unclassified	#D3D3D3
OQ291045	Salmonella phage Kenya-K17	Demerecviridae	#EABE70
OQ291044	Salmonella phage Kenya-K14	Unclassified	#D3D3D3
OQ291043	Salmonella phage Kenya-K13	Unclassified	#D3D3D3
OQ291042	Salmonella phage Kenya-K11	Autographiviridae	#26AD98
OQ291041	Salmonella phage Kenya-K7	Unclassified	#D3D3D3
OQ291040	Salmonella phage Kenya-K5	Unclassified	#D3D3D3
OQ291039	Salmonella phage Kenya-K4	Unclassified	#D3D3D3
OQ291038	Salmonella phage Kenya-K3	Unclassified	#D3D3D3
OQ291037	Salmonella phage Kenya-K1	Unclassified	#D3D3D3
OQ291036	Salmonella phage Kenya-K44	Demerecviridae	#EABE70
OQ291035	Salmonella phage Kenya-K38	Demerecviridae	#EABE70
OQ291034	Salmonella phage Kenya-K37	Demerecviridae	#EABE70
OQ291033	Salmonella phage Kenya-K36	Demerecviridae	#EABE70
OQ291032	Salmonella phage Kenya-K20	Demerecviridae	#EABE70
OQ291031	Salmonella phage Kenya-K18	Demerecviridae	#EABE70
OQ291030	Salmonella phage Kenya-K16	Demerecviridae	#EABE70
OQ291029	Salmonella phage Kenya-K15	Demerecviridae	#EABE70
OQ291028	Salmonella phage Kenya-K56	Unclassified	#D3D3D3
OQ291027	Salmonella phage Kenya-K53	Unclassified	#D3D3D3
OQ291026	Salmonella phage Kenya-K47	Unclassified	#D3D3D3
OQ291025	Salmonella phage Kenya-K30	Autographiviridae	#26AD98
OQ291024	Salmonella phage Kenya-K22	Unclassified	#D3D3D3
OQ291023	Salmonella phage Kenya-K19	Unclassified	#D3D3D3
OQ291022	Salmonella phage Kenya-K9	Unclassified	#D3D3D3
OQ291021	Salmonella phage Kenya-K6	Unclassified	#D3D3D3
OQ291020	Salmonella phage Kenya-K2	Unclassified	#D3D3D3
OP131588	Acidovorax phage Acica	Peduoviridae	#320B0F
OP131590	Acidovorax phage Alfacinha1	Peduoviridae	#320B0F
OP131589	Acidovorax phage Aval	Unclassified	#D3D3D3
OP131587	Acidovorax phage Alfacinha3	Peduoviridae	#320B0F
ON897768	Klebsiella phage vB_KpnP_ZX10	Autographiviridae	#26AD98
ON548431	Escherichia phage PEC9	Unclassified	#D3D3D3
OM049504	Acidovorax phage AP1	Unclassified	#D3D3D3
OR061069	Escherichia phage M01	Unclassified	#D3D3D3
OR061068	Escherichia phage CR01	Unclassified	#D3D3D3
OR003941	Phage DSL-LC06	Unclassified	#D3D3D3
OQ985197	Mycobacterium phage KanikaMF1	Unclassified	#D3D3D3
OR147960	Vibrio phage vB_VhaS_R21Y	Unclassified	#D3D3D3
OQ968807	Pseudomonas phage vB_PaeM_P1420	Unclassified	#D3D3D3
OQ957557	Enterobacter phage ST22	Unclassified	#D3D3D3
OQ939939	Escherichia phage SUT_E1620	Demerecviridae	#EABE70
OQ939567	Pectobacterium phage LET1	Autographiviridae	#26AD98
OQ866599	Enterococcus phage SSMH02	Unclassified	#D3D3D3
OQ870554	Bacillus phage PSYJ-YH	Unclassified	#D3D3D3
OQ849765	Pseudomonas phage PaBSM-2607-JFK	Peduoviridae	#320B0F
OQ871562	Klebsiella phage xx20	Unclassified	#D3D3D3
OQ716682	Yersinia phage vB_YenS-P840	Unclassified	#D3D3D3
OR185440	Erwinia phage vB_EamM-EAP4	Unclassified	#D3D3D3
OQ982387	Acinetobacter phage vB_Ab-P-7	Autographiviridae	#26AD98
OP957382	Pseudomonas phage APTC-PA18	Unclassified	#D3D3D3
OR125554	Escherichia phage BW-1	Straboviridae	#E82358
OR050820	Klebsiella phage HZJ31	Autographiviridae	#26AD98
OQ988004	Mycobacteroides phage 8UZL	Unclassified	#D3D3D3
OQ974181	Achromobacter phage 2-1	Unclassified	#D3D3D3
OQ925957	Pseudomonas phage C_MDJ-2023	Unclassified	#D3D3D3
OR053651	Salmonella phage PKM.Hi.22.6	Grimontviridae	#851F61
OQ540924	Nostoc phage NMeng1	Autographiviridae	#26AD98
OQ540923	Microcystis phage MJing1	Unclassified	#D3D3D3
OQ680139	Escherichia phage PH1062	Drexlerviridae	#86048D
OQ680138	Escherichia phage PH1061	Autographiviridae	#26AD98
OQ198719	Caudoviricetes sp. 'Rudgehvirus jaberico'	Intestiviridae	#99F0F1
OQ198717	Kehishuvirus sp. 'tikkala'	Steigviridae	#3FBEF9
OR199846	Mycobacterium phage Azrael100	Vilmaviridae	#79A4A5
