# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	69	1691	+	ALMCIJ_00005		DNA-directed RNA polymerase	SO:0001217, UniParc:UPI001AF99EAD, UniRef:UniRef100_A0A7T7GSJ7, UniRef:UniRef50_A0A8B6MGI5, UniRef:UniRef90_A0A8B6MGI5
contig_1	cds	1691	3001	+	ALMCIJ_00010		DNA-directed RNA polymerase	SO:0001217, UniParc:UPI001AF52AF4, UniRef:UniRef100_A0A7T7GSE3, UniRef:UniRef50_A0A7S9SVB8, UniRef:UniRef90_A0A7S9SVB8
contig_1	cds	3070	3708	+	ALMCIJ_00015		Helix-turn-helix domain-containing protein	SO:0001217, UniParc:UPI001AF71549, UniRef:UniRef100_A0A7T7GSK6, UniRef:UniRef50_A0A7T8ESG8, UniRef:UniRef90_A0A8B6MGI7
contig_1	cds	3811	4779	+	ALMCIJ_00020		DNA primase	SO:0001217, UniParc:UPI001AF329BC, UniRef:UniRef100_A0A7T7GSI2, UniRef:UniRef50_A0A7S9SUY1, UniRef:UniRef90_A0A856M4B9
contig_1	cds	4863	5363	+	ALMCIJ_00025		Structural protein	SO:0001217, UniParc:UPI001AF81D49, UniRef:UniRef100_A0A7T7GSF1, UniRef:UniRef50_A0A7T7GSF1, UniRef:UniRef90_A0A7T7GSF1
contig_1	cds	5394	6014	+	ALMCIJ_00030		Lipoprotein	SO:0001217, UniParc:UPI001AF335EF, UniRef:UniRef100_A0A7T7GSI0, UniRef:UniRef50_A0A7S9SVX5, UniRef:UniRef90_A0A8B6MGI8
contig_1	cds	6029	6760	+	ALMCIJ_00035	mbpI	MbpI	SO:0001217, UniParc:UPI001AF6CD86, UniRef:UniRef100_A0A7T7GSG3, UniRef:UniRef50_A0A7S9STP7, UniRef:UniRef90_A0A8B6MGI9
contig_1	cds	6872	7117	+	ALMCIJ_00040		Membrane-associated protein	SO:0001217, UniParc:UPI001AF5190E, UniRef:UniRef100_A0A7T7GSS6, UniRef:UniRef50_A0A7T7GSS6, UniRef:UniRef90_A0A7T7GSS6
contig_1	cds	7212	7490	+	ALMCIJ_00045		hypothetical protein	SO:0001217, UniParc:UPI001AF1B98E, UniRef:UniRef100_A0A7T7GT15, UniRef:UniRef50_A0A8B6MGJ1, UniRef:UniRef90_A0A8B6MGJ1
contig_1	cds	7537	8160	+	ALMCIJ_00050		Conserved domain protein	SO:0001217, UniParc:UPI001AF11F0E, UniRef:UniRef100_A0A7T7GSG6, UniRef:UniRef50_A0A7T7GSG6, UniRef:UniRef90_A0A7T7GSG6
contig_1	cds	8247	8417	+	ALMCIJ_00055		Exported protein	SO:0001217, UniParc:UPI001AF6ABF9, UniRef:UniRef100_A0A7T7K7I2, UniRef:UniRef50_A0A8B6MGJ3, UniRef:UniRef90_A0A7T7K7I2
contig_1	cds	8521	8832	+	ALMCIJ_00060		Type III secretion protein	SO:0001217, UniParc:UPI001AF72FEF, UniRef:UniRef100_A0A7T7K7Q3, UniRef:UniRef50_A0A7T8ESK7, UniRef:UniRef90_A0A7T7K7Q3
contig_1	cds	8848	9516	+	ALMCIJ_00065		Type I site-specific deoxyribonuclease	SO:0001217, UniParc:UPI001AF2C7FF, UniRef:UniRef100_A0A7T7K8L8, UniRef:UniRef50_A0A7T7K8L8, UniRef:UniRef90_A0A7T7K8L8
contig_1	cds	9598	9765	+	ALMCIJ_00070	ytxH	YtxH domain-containing protein	SO:0001217, UniParc:UPI001AF5D667, UniRef:UniRef100_A0A7T7K7H9, UniRef:UniRef50_A0A8B6MGJ3, UniRef:UniRef90_A0A7T7K7H9
contig_1	cds	9889	10395	+	ALMCIJ_00075		putative Zn-dependent protease	SO:0001217, UniRef:UniRef50_A0A7T7K7W4, UniRef:UniRef90_A0A7T7K7W4
contig_1	cds	10433	10528	+	ALMCIJ_00080		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7S9XHT5, UniRef:UniRef90_A0A7S9XHT5
contig_1	cds	10647	10829	+	ALMCIJ_00085		Transcriptional regulator	SO:0001217, UniParc:UPI001AF1E64F, UniRef:UniRef100_A0A7T7GSK8, UniRef:UniRef50_A0A856M4D2, UniRef:UniRef90_A0A856M4D2
contig_1	cds	10835	11137	+	ALMCIJ_00090		Relaxase	SO:0001217, UniParc:UPI001AF1E6A2, UniRef:UniRef100_A0A7T7GSG8, UniRef:UniRef50_A0A856LZN6, UniRef:UniRef90_A0A7T7GSG8
