locus_tag	ftype	length_bp	gene	EC_number	COG	product
MK448228_00001	CDS	318				unannotated protein
MK448228_00002	CDS	321				unannotated protein
MK448228_00003	CDS	1488				unannotated protein
MK448228_00004	CDS	753				unannotated protein
MK448228_00005	CDS	2514				unannotated protein
MK448228_00006	CDS	1044				unannotated protein
MK448228_00007	CDS	588				unannotated protein
MK448228_00008	CDS	1233				unannotated protein
MK448228_00009	CDS	357				unannotated protein
MK448228_00010	CDS	381				unannotated protein
MK448228_00011	CDS	591				unannotated protein
MK448228_00012	CDS	870				unannotated protein
MK448228_00013	CDS	306				unannotated protein
MK448228_00014	CDS	840				unannotated protein
MK448228_00015	CDS	1026				unannotated protein
MK448228_00016	CDS	900				unannotated protein
MK448228_00017	CDS	477				unannotated protein
MK448228_00018	CDS	558				unannotated protein
MK448228_00019	CDS	444				unannotated protein
MK448228_00020	CDS	1482				unannotated protein
MK448228_00021	CDS	552				unannotated protein
MK448228_00022	CDS	369				unannotated protein
MK448228_00023	CDS	564				unannotated protein
MK448228_00024	CDS	444				unannotated protein
MK448228_00025	CDS	327				unannotated protein
MK448228_00026	CDS	1038				unannotated protein
MK448228_00027	CDS	483				unannotated protein
MK448228_00028	CDS	1167				unannotated protein
MK448228_00029	CDS	699				unannotated protein
MK448228_00030	CDS	1521				unannotated protein
MK448228_00031	CDS	1677				unannotated protein
MK448228_00032	CDS	633				unannotated protein
MK448228_00033	CDS	150				unannotated protein
MK448228_00034	CDS	276				unannotated protein
MK448228_00035	CDS	468				unannotated protein
MK448228_00036	CDS	504				unannotated protein
MK448228_00037	CDS	315				unannotated protein
MK448228_00038	CDS	501				unannotated protein
MK448228_00039	CDS	141				unannotated protein
MK448228_00040	CDS	384				unannotated protein
MK448228_00041	CDS	582				unannotated protein
MK448228_00042	CDS	177				unannotated protein
MK448228_00043	CDS	597				unannotated protein
MK448228_00044	CDS	249				unannotated protein
MK448228_00045	CDS	648				unannotated protein
MK448228_00046	CDS	213				unannotated protein
MK448228_00047	CDS	462				unannotated protein
MK448228_00048	CDS	264				unannotated protein
MK448228_00049	CDS	435				unannotated protein
MK448228_00050	CDS	303				unannotated protein
MK448228_00051	CDS	777				unannotated protein
MK448228_00052	CDS	729				unannotated protein
MK448228_00053	CDS	102				unannotated protein
MK448228_00054	CDS	222				unannotated protein
MK448228_00055	CDS	228				unannotated protein
MK448228_00056	CDS	723				unannotated protein
MK448228_00057	CDS	231				unannotated protein
MK448228_00058	CDS	480				unannotated protein
MK448228_00059	CDS	195				unannotated protein
MK448228_00060	CDS	972				unannotated protein
MK448228_00061	CDS	285				unannotated protein
MK448228_00062	CDS	846				unannotated protein
MK448228_00063	CDS	288				unannotated protein
MK448228_00064	CDS	681				unannotated protein
MK448228_00065	CDS	429				unannotated protein
MK448228_00066	CDS	657				unannotated protein
MK448228_00067	CDS	768				unannotated protein
MK448228_00068	CDS	219				unannotated protein
MK448228_00069	CDS	216				unannotated protein
MK448228_00070	CDS	1164				unannotated protein
