# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	320	580	+	FGNKBJ_00005		N-acetyltransferase domain-containing protein	SO:0001217, UniParc:UPI0002240FBD, UniRef:UniRef100_B6VYL1, UniRef:UniRef50_B6VYL1, UniRef:UniRef90_B6VYL1
contig_1	cds	600	854	+	FGNKBJ_00010		hypothetical protein	SO:0001217, UniParc:UPI00026937AE, UniRef:UniRef100_I9FT61, UniRef:UniRef50_I9FT61, UniRef:UniRef90_I9FT61
contig_1	cds	868	1194	+	FGNKBJ_00015		HTH arsR-type domain-containing protein	RefSeq:WP_007834850.1, SO:0001217, UniParc:UPI0001842044, UniRef:UniRef100_A0A076IN24, UniRef:UniRef50_A0A0F5JLR4, UniRef:UniRef90_R7JJL2
contig_1	cds	1272	1721	+	FGNKBJ_00020		Thioredoxin	RefSeq:WP_007855089.1, SO:0001217, UniParc:UPI00026937AF, UniRef:UniRef100_I9R3N6, UniRef:UniRef50_F3QT03, UniRef:UniRef90_I9R3N6
contig_1	cds	1728	1904	+	FGNKBJ_00025		DsbD-2 domain-containing protein	SO:0001217, UniParc:UPI00026937B0, UniRef:UniRef100_I9R487, UniRef:UniRef50_I9R487, UniRef:UniRef90_I9R487
contig_1	cds	2132	2434	+	FGNKBJ_00030		DUF4134 domain-containing protein	SO:0001217, UniParc:UPI00026937B1, UniRef:UniRef100_A0A1Y4PNA9, UniRef:UniRef50_A0A1Y4PNA9, UniRef:UniRef90_A0A1Y4PNA9
contig_1	cds	2446	2682	+	FGNKBJ_00035		Thioredoxin family protein	RefSeq:WP_007842095.1, SO:0001217, UniParc:UPI0002240FBF, UniRef:UniRef100_A0A1Y4PNP1, UniRef:UniRef50_A0A0X8G7I0, UniRef:UniRef90_A0A076J548
contig_1	cds	2692	3234	+	FGNKBJ_00040		Permease	KEGG:K07089, RefSeq:WP_007855093.1, SO:0001217, UniParc:UPI00026937B2, UniRef:UniRef100_A0A076II57, UniRef:UniRef50_I9R590, UniRef:UniRef90_I9R590
contig_1	cds	3183	4031	+	FGNKBJ_00045		Permease	RefSeq:WP_007834859.1, SO:0001217, UniParc:UPI000184204B, UniRef:UniRef100_A0A1Y3Z6X3, UniRef:UniRef50_I9R3P1, UniRef:UniRef90_I9R3P1
contig_1	cds	4191	4454	-	FGNKBJ_00050		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00189DC8B7, UniRef:UniRef90_UPI00189DC8B7
contig_1	cds	4739	7126	+	FGNKBJ_00055		TonB-dependent receptor	SO:0001217, UniRef:UniRef50_A0A076IN30, UniRef:UniRef90_A0A076IN30
contig_1	cds	7161	8540	+	FGNKBJ_00060		DUF4374 domain-containing protein	RefSeq:WP_007834866.1, SO:0001217, UniParc:UPI000184204F, UniRef:UniRef100_A0A076ILT1, UniRef:UniRef50_A0A4Y1WWS4, UniRef:UniRef90_I9FTR0
contig_1	cds	8549	9688	+	FGNKBJ_00065		PepSY domain-containing protein	RefSeq:WP_007834868.1, SO:0001217, UniParc:UPI0001842050, UniRef:UniRef100_A0A076IPK2, UniRef:UniRef50_A0A6N3FX96, UniRef:UniRef90_A0A076IPK2
contig_1	cds	10903	11208	+	FGNKBJ_00070		Outer membrane beta-barrel protein	RefSeq:WP_007842099.1, SO:0001217, UniParc:UPI0001A25F92, UniRef:UniRef100_A0A076IJW5, UniRef:UniRef50_A0A076IJW5, UniRef:UniRef90_A0A076IJW5
contig_1	cds	11223	11765	-	FGNKBJ_00075		XK-related protein	SO:0001217, UniRef:UniRef50_I8WGK5, UniRef:UniRef90_I8WGK5
