# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1	933	+	GDBJID_00005	yfdC	Inner membrane protein YfdC	COG:COG2116, COG:P, GO:0005886, GO:0015499, GO:0015724, KEGG:K21990, RefSeq:WP_032330131.1, SO:0001217, UniParc:UPI0003DCBECA, UniRef:UniRef100_A0A2S8HXQ5, UniRef:UniRef50_P37327, UniRef:UniRef90_P37327
contig_1	cds	1347	1643	+	GDBJID_00010		DUF3467 domain-containing protein	RefSeq:WP_106466463.1, SO:0001217, UniParc:UPI0007973DDA, UniRef:UniRef100_A0A7A9KYX2, UniRef:UniRef50_A0A7A9KYX2, UniRef:UniRef90_A0A7A9KYX2
contig_1	cds	1861	2133	-	GDBJID_00015		hypothetical protein	
contig_1	cds	2342	2668	-	GDBJID_00020	umuD	Error-prone repair protein UmuD	RefSeq:WP_106466464.1, SO:0001217, UniParc:UPI00079B8626, UniRef:UniRef100_A0A7A9L0F6, UniRef:UniRef50_I6PCW5, UniRef:UniRef90_A0A6G4M6W6
contig_1	cds	2671	2910	-	GDBJID_00025		DNA polymerase V	RefSeq:WP_048334555.1, SO:0001217, UniParc:UPI00065219C8, UniRef:UniRef100_A0A768ACU5, UniRef:UniRef50_A0A858C965, UniRef:UniRef90_A0A331H3C4
contig_1	cds	3323	3739	-	GDBJID_00030		Tyr recombinase domain-containing protein	SO:0001217, UniRef:UniRef50_B5XRY0, UniRef:UniRef90_UPI00136566AF
contig_1	cds	4076	4336	-	GDBJID_00035		(pseudo) recombinase family protein	SO:0001217, UniRef:UniRef50_A0A377ZXI6, UniRef:UniRef90_UPI0021B4B36A
contig_1	cds	4333	5817	-	GDBJID_00040	ltrA	group II intron reverse transcriptase/maturase	COG:COG3344, COG:X, EC:2.7.7.49, KEGG:K00986, RefSeq:WP_206769806.1, SO:0001217, UniParc:UPI001A7E1E37, UniRef:UniRef100_UPI001397F8E2, UniRef:UniRef50_A0A2X1Q015, UniRef:UniRef90_A0A2X1Q015
contig_1	cds	6253	10290	-	GDBJID_00045		Peptidase S74 domain-containing protein	RefSeq:WP_223350507.1, SO:0001217, UniParc:UPI000A8B9FD9, UniRef:UniRef100_UPI000A8B9FD9, UniRef:UniRef50_A0A0H3GP26, UniRef:UniRef90_UPI000A8B9FD9
contig_1	cds	10366	13434	-	GDBJID_00050		Kinase	RefSeq:WP_106466466.1, SO:0001217, UniParc:UPI000D0BC3F6, UniRef:UniRef100_A0A7A9LFR4, UniRef:UniRef50_A0A1V2BJY4, UniRef:UniRef90_A0A7H4LWG0
contig_1	cds	13431	13811	-	GDBJID_00055		Nitrite transporter	RefSeq:WP_004152651.1, SO:0001217, UniParc:UPI000268765B, UniRef:UniRef100_A0A7A9LE09, UniRef:UniRef50_A0A660GA34, UniRef:UniRef90_A0A7U8VE34
contig_1	cds	13821	14303	-	GDBJID_00060	arsR	ArsR family transcriptional regulator	RefSeq:WP_106466467.1, SO:0001217, UniParc:UPI0007959B0E, UniRef:UniRef100_A0A7A9PYG5, UniRef:UniRef50_H8NZT9, UniRef:UniRef90_A0A7U7F687
contig_1	cds	14290	14769	-	GDBJID_00065		Alkanesulfonate ABC transporter permease	RefSeq:WP_106466468.1, SO:0001217, UniParc:UPI00079C8C62, UniRef:UniRef100_UPI00079C8C62, UniRef:UniRef50_A0A564HZX7, UniRef:UniRef90_A0A1X9TNV8
contig_1	cds	14769	17303	-	GDBJID_00070		Phage tail tape measure protein, lambda family	RefSeq:WP_106466469.1, SO:0001217, UniParc:UPI00079369F7, UniRef:UniRef100_A0A7A9PZG1, UniRef:UniRef50_A0A0Q4MYW5, UniRef:UniRef90_A0A8B4FT59
contig_1	cds	17788	18051	-	GDBJID_00075		Phage tail protein	RefSeq:WP_064188264.1, SO:0001217, UniParc:UPI00079C3D1F, UniRef:UniRef100_A0A768EDR6, UniRef:UniRef50_Q9MCA3, UniRef:UniRef90_A0A7U7IJS0
contig_1	cds	18054	18437	-	GDBJID_00080		Phage tail protein	RefSeq:WP_004104225.1, SO:0001217, UniParc:UPI00024FDAD0, UniRef:UniRef100_A0A768AD89, UniRef:UniRef50_A0A127MXE8, UniRef:UniRef90_A0A7U7F8B5
contig_1	cds	18481	18972	-	GDBJID_00085		Phage tail protein	RefSeq:WP_004104226.1, SO:0001217, UniParc:UPI00024FDAD1, UniRef:UniRef100_A0A7A9QCM5, UniRef:UniRef50_A0A105T4M8, UniRef:UniRef90_A0A377ZGV6
contig_1	cds	19030	19395	-	GDBJID_00090		DUF3168 domain-containing protein	RefSeq:WP_106466470.1, SO:0001217, UniParc:UPI000793BE08, UniRef:UniRef100_A0A7A9Q8W5, UniRef:UniRef50_B8EAP9, UniRef:UniRef90_A0A7U7II30
contig_1	cds	19392	19931	-	GDBJID_00095		HK97 gp10 family phage protein	RefSeq:WP_004216814.1, SO:0001217, UniParc:UPI0002BE2995, UniRef:UniRef100_A0A482IGW8, UniRef:UniRef50_A0A7U7IHS0, UniRef:UniRef90_A0A7U7IHS0
contig_1	cds	19924	20256	-	GDBJID_00100		phage head closure protein	RefSeq:WP_004184710.1, SO:0001217, UniParc:UPI0002830A41, UniRef:UniRef100_A0A7A9K980, UniRef:UniRef50_A0A1J0GUY4, UniRef:UniRef90_A0A7U7IIB5
contig_1	cds	20525	20842	-	GDBJID_00105		head-tail connector protein	RefSeq:WP_004104233.1, SO:0001217, UniParc:UPI00024FDAD6, UniRef:UniRef100_A0A7A9KZ28, UniRef:UniRef50_A0A193LPN8, UniRef:UniRef90_A0A2J5A0R4
