locus_tag	ftype	length_bp	gene	EC_number	COG	product
MT836320_00001	CDS	444				unannotated protein
MT836320_00002	CDS	1626				unannotated protein
MT836320_00003	CDS	1314				unannotated protein
MT836320_00004	CDS	1335				unannotated protein
MT836320_00005	CDS	423				unannotated protein
MT836320_00006	CDS	342				unannotated protein
MT836320_00007	CDS	702				unannotated protein
MT836320_00008	CDS	864				unannotated protein
MT836320_00009	CDS	351				unannotated protein
MT836320_00010	CDS	1161				unannotated protein
