# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	28	306	+	DJCACI_00005		hypothetical protein	
contig_1	cds	568	885	+	DJCACI_00010		hypothetical protein	
contig_1	cds	1086	1340	-	DJCACI_00015		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A1Q9JZQ5, UniRef:UniRef90_A0A1Q9JZQ5
contig_1	cds	1367	2074	-	DJCACI_00020		reverse transcriptase domain-containing protein	SO:0001217, UniRef:UniRef50_UPI00210AFB6C
contig_1	cds	2984	3310	-	DJCACI_00025		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_G5H2V1, UniRef:UniRef90_R5LZX0
contig_1	cds	3294	3515	-	DJCACI_00030		HTH cro/C1-type domain-containing protein	SO:0001217, UniParc:UPI0003375643, UniRef:UniRef100_R5LHF4, UniRef:UniRef50_A0A0H5SGE8, UniRef:UniRef90_A0A6N3F9C9
contig_1	cds	3712	5268	-	DJCACI_00035		BRCT domain-containing protein	SO:0001217, UniParc:UPI0003381FF3, UniRef:UniRef100_R5LHM3, UniRef:UniRef50_R5LHM3, UniRef:UniRef90_R5LHM3
contig_1	cds	5603	5752	-	DJCACI_00040		hypothetical protein	
contig_1	cds	6003	6548	-	DJCACI_00045		Exported protein	SO:0001217, UniParc:UPI000334B877, UniRef:UniRef100_R5M065, UniRef:UniRef50_D4RYI8, UniRef:UniRef90_D4RYI8
contig_1	cds	6569	7552	-	DJCACI_00050		hypothetical protein	
contig_1	cds	8174	12325	-	DJCACI_00055		hypothetical protein	PFAM:PF00746.24, PFAM:PF09479.13, PFAM:PF18998.3
contig_1	cds	12273	12803	-	DJCACI_00060		hypothetical protein	
contig_1	cds	12800	13402	-	DJCACI_00065		HTH tetR-type domain-containing protein	SO:0001217, UniParc:UPI00034080E3, UniRef:UniRef100_R5LYZ2, UniRef:UniRef50_A0A810Q3K4, UniRef:UniRef90_A0A810Q3K4
contig_1	cds	14056	15408	-	DJCACI_00070	dnaB	replicative DNA helicase	RefSeq:WP_005602083.1, SO:0001217, UniParc:UPI0001BC344B, UniRef:UniRef100_R5LGH9, UniRef:UniRef50_A0A174FMY6, UniRef:UniRef90_R5LGH9
contig_1	cds	15413	15859	-	DJCACI_00075	rplI	50S ribosomal protein L9	RefSeq:WP_005602085.1, SO:0001217, UniParc:UPI0001BC344C, UniRef:UniRef100_D4RYJ7, UniRef:UniRef50_C4Z4Q1, UniRef:UniRef90_D4RYJ7
contig_1	cds	15859	17898	-	DJCACI_00080		Cyclic-di-AMP phosphodiesterase	SO:0001217, UniRef:UniRef50_A0A174GTY2, UniRef:UniRef90_D4RYJ8
contig_1	cds	18304	18585	-	DJCACI_00085		hypothetical protein	PFAM:PF00436.28
contig_1	cds	18777	19064	-	DJCACI_00090	rpsF	30S ribosomal protein S6	SO:0001217, UniParc:UPI000335E59E, UniRef:UniRef100_R5LGH4, UniRef:UniRef50_N2B073, UniRef:UniRef90_D4RYK1
contig_1	tRNA	19466	19536	-	DJCACI_00095		tRNA-Xxx	
contig_1	cds	19607	19933	-	DJCACI_00100		Zinc-ribbon-2 domain-containing protein	SO:0001217, UniRef:UniRef50_D4RYK2, UniRef:UniRef90_D4RYK2
contig_1	cds	19935	20231	-	DJCACI_00105		hypothetical protein	
