hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
DKHKHP_00025	MN270259	5	353	RM_Type_II__Type_II_REases	1.800e-13	43.700	1.141	0.725	36	291
DKHKHP_00030	MN270259	6	370	DISARM_2__drmMII	2.000e-46	151.400	0.536	0.603	27	249
DKHKHP_00030	MN270259	6	370	Druantia_II__DruM	1.600e-79	260.500	0.848	0.932	23	367
DKHKHP_00030	MN270259	6	370	RM_Type_II__Type_II_MTases	1.500e-31	102.300	0.967	0.922	28	368
DKHKHP_00030	MN270259	6	370	RM_Type_II__Type_II_MTases	8.600e-32	103.300	0.508	0.516	27	217
DKHKHP_00030	MN270259	6	370	RM_Type_II__Type_II_MTases	2.400e-33	108.300	0.481	0.497	31	214
DKHKHP_00030	MN270259	6	370	RM_Type_II__Type_II_MTases	2.900e-35	114.500	0.585	0.611	25	250
DKHKHP_00030	MN270259	6	370	RM_Type_II__Type_II_MTases	2.200e-66	217.000	0.842	0.919	27	366
DKHKHP_00030	MN270259	6	370	RM_Type_II__Type_II_MTases	3.500e-85	279.100	0.978	0.927	24	366
DKHKHP_00120	MN270259	24	418	RM_Type_II__Type_II_MTases	2.800e-45	147.600	0.686	0.548	167	395
DKHKHP_00120	MN270259	24	418	RM_Type_II__Type_II_MTases	2.300e-59	193.700	0.699	0.737	94	401
DKHKHP_00125	MN270259	25	419	DISARM_2__drmMII	2.200e-34	111.800	0.472	0.408	2	172
DKHKHP_00125	MN270259	25	419	Druantia_II__DruM	2.600e-62	203.900	0.824	0.983	3	414
DKHKHP_00125	MN270259	25	419	RM_Type_II__Type_II_MTases	2.300e-21	68.700	0.462	0.394	6	170
DKHKHP_00125	MN270259	25	419	RM_Type_II__Type_II_MTases	1.600e-27	89.200	0.484	0.396	4	169
DKHKHP_00125	MN270259	25	419	RM_Type_II__Type_II_MTases	4.800e-43	140.500	0.964	0.988	2	415
DKHKHP_00125	MN270259	25	419	RM_Type_II__Type_II_MTases	9.200e-77	251.100	0.833	0.986	2	414
DKHKHP_00295	MN270259	59	451	DISARM_2__drmMII	5.500e-52	169.700	0.515	0.419	1	189
DKHKHP_00295	MN270259	59	451	Druantia_II__DruM	4.100e-71	232.900	0.842	0.987	1	445
DKHKHP_00295	MN270259	59	451	RM_Type_II__Type_II_MTases	2.300e-23	75.500	0.402	0.330	29	177
DKHKHP_00295	MN270259	59	451	RM_Type_II__Type_II_MTases	2.100e-34	111.700	0.467	0.370	4	170
DKHKHP_00295	MN270259	59	451	RM_Type_II__Type_II_MTases	2.900e-37	121.300	0.486	0.370	1	167
DKHKHP_00295	MN270259	59	451	RM_Type_II__Type_II_MTases	2.100e-59	194.300	0.970	0.980	1	442
DKHKHP_00295	MN270259	59	451	RM_Type_II__Type_II_MTases	6.300e-93	304.200	0.839	0.978	1	441
DKHKHP_00355	MN270259	71	336	Abi2__Abi_2	6.600e-30	97.500	0.983	0.586	41	237
DKHKHP_00355	MN270259	71	336	AbiD__AbiD	1.500e-29	96.100	0.740	0.759	4	258
DKHKHP_00365	MN270259	73	281	AbiEii__AbiEii	7.100e-41	133.400	0.954	0.804	33	258
DKHKHP_00370	MN270259	74	196	AbiEii__AbiEi_4	3.000e-12	39.400	0.918	0.230	6	50
DKHKHP_00390	MN270259	78	1820	RM_Type_II__Type_II_MTases	1.100e-10	33.500	0.658	0.114	660	867
DKHKHP_00390	MN270259	78	1820	RM_Type_II__Type_II_MTases	5.900e-15	47.700	0.522	0.102	653	837
DKHKHP_00395	MN270259	79	592	RT_I_II_III_IV_V_VI_1	1.100e-56	184.600	0.667	0.329	37	231
DKHKHP_00450	MN270259	90	409	Gao_Her_SIR__SIR2	6.400e-20	64.300	0.814	0.829	55	393
DKHKHP_00450	MN270259	90	409	PD-T7-2__PD-T7-2_A	7.200e-47	152.700	0.815	0.807	46	375
DKHKHP_00450	MN270259	90	409	pAgo__GbbAgaS	2.000e-23	75.500	0.910	0.834	54	394
DKHKHP_00455	MN270259	91	539	PD-T7-2__PD-T7-2_B	4.300e-48	156.600	0.942	0.972	14	537
