locus_tag	ftype	length_bp	gene	EC_number	COG	product
MT837010_00001	CDS	249				unannotated protein
MT837010_00002	CDS	1296				unannotated protein
MT837010_00003	CDS	282				unannotated protein
MT837010_00004	CDS	222				unannotated protein
MT837010_00005	CDS	183				unannotated protein
MT837010_00006	CDS	1557				unannotated protein
MT837010_00007	CDS	348				unannotated protein
MT837010_00008	CDS	546				unannotated protein
MT837010_00009	CDS	984				unannotated protein
MT837010_00010	CDS	333				unannotated protein
MT837010_00011	CDS	4152				unannotated protein
MT837010_00012	CDS	531				unannotated protein
MT837010_00013	CDS	603				unannotated protein
MT837010_00014	CDS	402				unannotated protein
MT837010_00015	CDS	1353				unannotated protein
MT837010_00016	CDS	447				unannotated protein
MT837010_00017	CDS	2040				unannotated protein
MT837010_00018	CDS	267				unannotated protein
MT837010_00019	CDS	438				unannotated protein
MT837010_00020	CDS	288				unannotated protein
MT837010_00021	tRNA	72				tRNA-SeC(tca)
MT837010_00022	CDS	327				unannotated protein
MT837010_00023	CDS	297				unannotated protein
