#Annotated with Bakta v1.9.1, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	31	402	+	HEKADG_00005	13.3	5.5	PF00085.23|Thioredoxin, PF00578.24|AhpC-TSA, PF08534.13|Redoxin	PFAM:PF00085.23, PFAM:PF00578.24, PFAM:PF08534.13
contig_1	3000	3125	-	HEKADG_00030	4.7	8.3		
contig_1	5175	5390	-	HEKADG_00050	7.9	10.4		
contig_1	5387	5869	-	HEKADG_00055	17.4	9.6		
contig_1	6836	7213	-	HEKADG_00070	12.8	9.1		
contig_1	8812	9081	+	HEKADG_00080	9.7	8.7		
contig_1	9673	9771	+	HEKADG_00090	3.4	11.7		
contig_1	10145	10909	-	HEKADG_00100	28.9	7.6		
contig_1	11610	11876	+	HEKADG_00110	9.9	11.3		
contig_1	12094	12426	+	HEKADG_00115	12.0	6.8		
contig_1	12837	12929	+	HEKADG_00120	3.3	4.7		
contig_1	12972	13274	+	HEKADG_00125	11.0	9.3		
contig_1	13271	13612	+	HEKADG_00130	11.7	8.8		
contig_1	13614	13859	+	HEKADG_00135	8.4	9.3		
contig_1	13856	14077	+	HEKADG_00140	7.8	8.0		
contig_1	14074	14490	+	HEKADG_00145	14.9	8.6		
contig_1	14576	14881	-	HEKADG_00150	10.8	4.1		
contig_1	14900	15151	-	HEKADG_00155	8.9	10.4		
contig_1	15209	15643	-	HEKADG_00160	14.8	8.9		
contig_1	16613	17143	+	HEKADG_00170	19.7	5.8		
contig_1	17140	17283	+	HEKADG_00175	5.4	12.0		
contig_1	20441	20644	-	HEKADG_00205	7.1	7.8		
contig_1	23523	23885	-	HEKADG_00215	13.9	9.7	PF13700.9|DUF4158	PFAM:PF13700.9
contig_1	23918	24316	+	HEKADG_00220	14.9	9.4		
contig_1	24436	24696	-	HEKADG_00225	9.6	5.6		
contig_1	25350	25706	-	HEKADG_00235	12.7	11.8		
contig_1	25749	26669	-	HEKADG_00240	31.5	4.3		
contig_1	26880	27140	+	HEKADG_00245	9.6	10.7		
contig_1	27742	28320	-	HEKADG_00255	20.4	8.7		
contig_1	29187	29687	+	HEKADG_00265	18.9	5.9		
contig_1	31677	32369	-	HEKADG_00285	22.9	9.3		
contig_1	32354	32521	-	HEKADG_00290	6.3	11.8		
contig_1	32575	32865	+	HEKADG_00295	10.2	11.7		
