locus_tag	ftype	length_bp	gene	EC_number	COG	product
MT835550_00001	CDS	372				unannotated protein
MT835550_00002	CDS	615				unannotated protein
MT835550_00003	CDS	432				unannotated protein
MT835550_00004	CDS	261				unannotated protein
MT835550_00005	CDS	639				unannotated protein
MT835550_00006	CDS	462				unannotated protein
MT835550_00007	CDS	627				unannotated protein
MT835550_00008	CDS	801				unannotated protein
MT835550_00009	CDS	741				unannotated protein
MT835550_00010	CDS	216				unannotated protein
MT835550_00011	CDS	540				unannotated protein
MT835550_00012	CDS	414				unannotated protein
MT835550_00013	CDS	393				unannotated protein
MT835550_00014	CDS	336				unannotated protein
MT835550_00015	CDS	264				unannotated protein
MT835550_00016	CDS	1425				unannotated protein
MT835550_00017	CDS	249				unannotated protein
MT835550_00018	CDS	291				unannotated protein
MT835550_00019	CDS	336				unannotated protein
MT835550_00020	CDS	1479				unannotated protein
MT835550_00021	CDS	249				unannotated protein
MT835550_00022	CDS	399				unannotated protein
MT835550_00023	CDS	675				unannotated protein
MT835550_00024	CDS	246				unannotated protein
MT835550_00025	CDS	222				unannotated protein
MT835550_00026	CDS	417				unannotated protein
MT835550_00027	CDS	522				unannotated protein
MT835550_00028	CDS	441				unannotated protein
MT835550_00029	CDS	549				unannotated protein
MT835550_00030	CDS	651				unannotated protein
MT835550_00031	CDS	279				unannotated protein
MT835550_00032	CDS	399				unannotated protein
MT835550_00033	CDS	441				unannotated protein
MT835550_00034	CDS	1443				unannotated protein
MT835550_00035	CDS	360				unannotated protein
MT835550_00036	CDS	2571				unannotated protein
MT835550_00037	CDS	429				unannotated protein
MT835550_00038	CDS	363				unannotated protein
MT835550_00039	CDS	435				unannotated protein
MT835550_00040	CDS	261				unannotated protein
MT835550_00041	CDS	618				unannotated protein
MT835550_00042	CDS	354				unannotated protein
MT835550_00043	CDS	1386				unannotated protein
MT835550_00044	CDS	612				unannotated protein
MT835550_00045	CDS	579				unannotated protein
MT835550_00046	CDS	1332				unannotated protein
MT835550_00047	CDS	465				unannotated protein
MT835550_00048	CDS	825				unannotated protein
MT835550_00049	CDS	663				unannotated protein
MT835550_00050	CDS	1176				unannotated protein
MT835550_00051	CDS	267				unannotated protein
MT835550_00052	CDS	789				unannotated protein
