locus_tag	ftype	length_bp	gene	EC_number	COG	product
MT836071_00001	CDS	1248				unannotated protein
MT836071_00002	CDS	762				unannotated protein
MT836071_00003	CDS	582				unannotated protein
MT836071_00004	CDS	639				unannotated protein
MT836071_00005	CDS	252				unannotated protein
MT836071_00006	CDS	2325				unannotated protein
MT836071_00007	CDS	1347				unannotated protein
MT836071_00008	CDS	1056				unannotated protein
MT836071_00009	CDS	720				unannotated protein
MT836071_00010	CDS	894				unannotated protein
MT836071_00011	CDS	225				unannotated protein
MT836071_00012	CDS	486				unannotated protein
MT836071_00013	CDS	426				unannotated protein
MT836071_00014	CDS	1266				unannotated protein
MT836071_00015	CDS	345				unannotated protein
MT836071_00016	CDS	195				unannotated protein
MT836071_00017	CDS	285				unannotated protein
MT836071_00018	CDS	168				unannotated protein
MT836071_00019	CDS	369				unannotated protein
MT836071_00020	CDS	1617				unannotated protein
MT836071_00021	CDS	1806				unannotated protein
MT836071_00022	CDS	219				unannotated protein
MT836071_00023	CDS	609				unannotated protein
MT836071_00024	CDS	177				unannotated protein
MT836071_00025	CDS	1548				unannotated protein
MT836071_00026	CDS	1299				unannotated protein
