# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	12	608	+	IKJIEE_00005		hypothetical protein	
contig_1	cds	617	1864	-	IKJIEE_00010		DUF3575 domain-containing protein	SO:0001217, UniParc:UPI0001F01460, UniRef:UniRef100_E5X038, UniRef:UniRef50_E5X038, UniRef:UniRef90_E5X038
contig_1	cds	2195	2956	-	IKJIEE_00015		Resolvase/invertase-type recombinase catalytic domain-containing protein	SO:0001217, UniParc:UPI0002692C9F, UniRef:UniRef100_I9EJE1, UniRef:UniRef50_R5NUT4, UniRef:UniRef90_I9EJE1
contig_1	cds	3135	3380	-	IKJIEE_00020		hypothetical protein	
contig_1	cds	3397	3906	+	IKJIEE_00025		DUF1281 domain-containing protein	SO:0001217, UniRef:UniRef50_F0R7T7, UniRef:UniRef90_I8V1C7
contig_1	cds	3884	4333	-	IKJIEE_00030		hypothetical protein	
contig_1	cds	4337	4558	+	IKJIEE_00035		hypothetical protein	
contig_1	cds	4605	4856	-	IKJIEE_00040		Transposase	SO:0001217, UniParc:UPI0002692CA2, UniRef:UniRef100_I8V4Q1, UniRef:UniRef50_I8V4Q1, UniRef:UniRef90_I8V4Q1
contig_1	cds	5007	7331	+	IKJIEE_00045		Beta-N-acetylhexosaminidase	EC:3.2.1.52, KEGG:K12373, SO:0001217, UniRef:UniRef50_A0A174SMF0, UniRef:UniRef90_A0A174SMF0
contig_1	cds	7732	7965	+	IKJIEE_00050		hypothetical protein	
contig_1	cds	7938	8204	+	IKJIEE_00055		hypothetical protein	
contig_1	cds	8197	9033	+	IKJIEE_00060		hypothetical protein	
contig_1	cds	9241	9471	+	IKJIEE_00065		hypothetical protein	
contig_1	cds	9560	10282	-	IKJIEE_00070		hypothetical protein	
contig_1	cds	10301	10543	+	IKJIEE_00075		hypothetical protein	
contig_1	cds	10612	11358	-	IKJIEE_00080		DUF5389 domain-containing protein	SO:0001217, UniRef:UniRef50_I9FC32, UniRef:UniRef90_I9FC32
contig_1	cds	11345	12238	-	IKJIEE_00085		Aerotolerance-related exported protein	SO:0001217, UniParc:UPI000269353A, UniRef:UniRef100_A0A4P8LC16, UniRef:UniRef50_A0A6N3BGZ3, UniRef:UniRef90_A0A6N3BGZ3
contig_1	cds	12425	12613	-	IKJIEE_00090		hypothetical protein	
contig_1	cds	12675	12890	-	IKJIEE_00095		GNAT family N-acetyltransferase	RefSeq:WP_225651449.1, SO:0001217, UniParc:UPI000449EE58, UniRef:UniRef100_UPI000449EE58, UniRef:UniRef50_A0A229I3D2, UniRef:UniRef90_UPI000449EE58
contig_1	cds	13152	13343	+	IKJIEE_00100		hypothetical protein	
contig_1	cds	13348	13506	+	IKJIEE_00105		hypothetical protein	
contig_1	cds	13672	14280	+	IKJIEE_00110		SAM-dependent methyltransferase	SO:0001217, UniRef:UniRef50_A0A139L4U3, UniRef:UniRef90_A0A139L4U3
contig_1	cds	14298	14723	+	IKJIEE_00115		PcfK-like protein	RefSeq:WP_004294380.1, SO:0001217, UniParc:UPI0001F01463, UniRef:UniRef100_E5X041, UniRef:UniRef50_B7BF56, UniRef:UniRef90_E5X041
contig_1	cds	14726	15991	+	IKJIEE_00120		PcfJ-like protein	RefSeq:WP_004294381.1, SO:0001217, UniParc:UPI0001F01464, UniRef:UniRef100_E5X042, UniRef:UniRef50_B7BF55, UniRef:UniRef90_E5X042
contig_1	cds	16008	16109	-	IKJIEE_00125		hypothetical protein	
