# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1	1068	-	HMJPOC_00005		Recombinase	RefSeq:WP_000332283.1, SO:0001217, UniParc:UPI0002B92DC0, UniRef:UniRef100_A0A858QUK3, UniRef:UniRef50_A0A4D6AP29, UniRef:UniRef90_A0A0C1HKU3
contig_1	ncRNA	1105	1191	+	HMJPOC_00010	Spy779816	S. pyogenes small RNA 779816	RFAM:RF02589, SO:0000655
contig_1	cds	1192	1596	-	HMJPOC_00015		DUF4429 domain-containing protein	RefSeq:WP_001879921.1, SO:0001217, UniParc:UPI0002BC0AA7, UniRef:UniRef100_A0A858QUL1, UniRef:UniRef50_Q8DXG7, UniRef:UniRef90_A0A858QUL1
contig_1	cds	1618	2364	-	HMJPOC_00020		ImmA/IrrE family metallo-endopeptidase	RefSeq:WP_000878006.1, SO:0001217, UniParc:UPI0002BB7605, UniRef:UniRef100_A0A858QUW8, UniRef:UniRef50_A0A075STT3, UniRef:UniRef90_A0A858QUW8
contig_1	cds	2373	2753	-	HMJPOC_00025		Helix-turn-helix transcriptional regulator	RefSeq:WP_000466347.1, SO:0001217, UniParc:UPI0002BBCB2E, UniRef:UniRef100_A0A858QUY2, UniRef:UniRef50_A0A345VIF5, UniRef:UniRef90_A0A858QUY2
contig_1	cds	3041	3205	+	HMJPOC_00030		Phage protein	RefSeq:WP_000511144.1, SO:0001217, UniParc:UPI00000E2C3B, UniRef:UniRef100_A0A858QUP7, UniRef:UniRef50_A0A0E3WFV3, UniRef:UniRef90_A0A858QUP7
contig_1	cds	3188	3658	-	HMJPOC_00035		Acetyltransferase	RefSeq:WP_001052629.1, SO:0001217, UniParc:UPI0002BB22E7, UniRef:UniRef100_A0A858QUU3, UniRef:UniRef50_Q8DXH2, UniRef:UniRef90_Q8DXH2
contig_1	cds	3719	3931	+	HMJPOC_00040		HTH cro/C1-type domain-containing protein	RefSeq:WP_000082754.1, SO:0001217, UniParc:UPI0002BA2C9A, UniRef:UniRef100_A0A858QUN2, UniRef:UniRef50_A0A4D6AZ73, UniRef:UniRef90_A0A4D6AAS8
contig_1	cds	3931	4176	+	HMJPOC_00045		HTH marR-type domain-containing protein	SO:0001217, UniParc:UPI00079B5DC5, UniRef:UniRef100_A0A4D6ABZ5, UniRef:UniRef50_A0A4D6ABZ5, UniRef:UniRef90_A0A4D6ABZ5
contig_1	cds	4216	4848	+	HMJPOC_00050		Endonuclease	SO:0001217, UniRef:UniRef50_B3GVX7, UniRef:UniRef90_A0A858QV51
contig_1	cds	4848	5132	+	HMJPOC_00055		DNA-binding protein	RefSeq:WP_000998974.1, SO:0001217, UniParc:UPI00000E2C36, UniRef:UniRef100_A0A858QUJ4, UniRef:UniRef50_G5K5I5, UniRef:UniRef90_A0A7G1JKS1
contig_1	cds	5156	5374	+	HMJPOC_00060		Conserved domain protein	RefSeq:WP_001061695.1, SO:0001217, UniParc:UPI0002B981D9, UniRef:UniRef100_Q8DXH7, UniRef:UniRef50_Q8DXH7, UniRef:UniRef90_Q8DXH7
contig_1	cds	5383	6714	+	HMJPOC_00065	dnaB	replicative DNA helicase	COG:COG0305, COG:L, RefSeq:WP_000343910.1, SO:0001217, UniParc:UPI00000E2C34, UniRef:UniRef100_A0A858QUM1, UniRef:UniRef50_A0A0G9GJB4, UniRef:UniRef90_A0A858QUM1
contig_1	cds	6716	7318	+	HMJPOC_00070		DUF4375 domain-containing protein	RefSeq:WP_000712924.1, SO:0001217, UniParc:UPI00000E2C33, UniRef:UniRef100_A0A858QUX8, UniRef:UniRef50_X8K9W9, UniRef:UniRef90_A0A858QUX8
contig_1	cds	7296	8042	+	HMJPOC_00075		Phg-2220-C domain-containing protein	RefSeq:WP_000079055.1, SO:0001217, UniParc:UPI00003FC26F, UniRef:UniRef100_A0A858QUZ2, UniRef:UniRef50_Q03FE7, UniRef:UniRef90_A0A3R9LDQ1
