# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	390	539	-	IKAEJK_00005		hypothetical protein	
contig_1	ncRNA	759	862	-	IKAEJK_00010	SR6_antitoxin	Bacillus SR6 antitoxin	RFAM:RF02892, SO:0000655
contig_1	cds	1138	1296	+	IKAEJK_00015	yonU	SPbeta prophage-derived uncharacterized protein YonU	RefSeq:WP_152425498.1, SO:0001217, UniParc:UPI001269462D, UniRef:UniRef100_UPI001269462D, UniRef:UniRef50_O31940, UniRef:UniRef90_UPI000C7E3CA8
contig_1	cds	1384	2601	+	IKAEJK_00020		Herpes-ori-bp domain-containing protein	RefSeq:WP_121572580.1, SO:0001217, UniParc:UPI000972214C, UniRef:UniRef100_A0A6M4JMV4, UniRef:UniRef50_O31939, UniRef:UniRef90_A0A6M4JMV4
contig_1	cds	2961	3815	+	IKAEJK_00025		HTH-7 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A150FCX0
contig_1	cds	3821	4738	+	IKAEJK_00030		Phage protein	SO:0001217, UniRef:UniRef50_A0A150FAK1, UniRef:UniRef90_UPI00059CD0D5
contig_1	cds	4740	5342	+	IKAEJK_00035		ORF6C domain-containing protein	RefSeq:WP_014472015.1, SO:0001217, UniParc:UPI000206EEB8, UniRef:UniRef100_A0A6M3ZC97, UniRef:UniRef50_A0A150FAT2, UniRef:UniRef90_A0A150FAT2
contig_1	cds	5344	7140	+	IKAEJK_00040		DNA helicase	RefSeq:WP_017696855.1, SO:0001217, UniParc:UPI00034B8F56, UniRef:UniRef100_UPI00034B8F56, UniRef:UniRef50_A0A150FAK5, UniRef:UniRef90_A0A150FAK5
contig_1	cds	7186	7455	+	IKAEJK_00045		hypothetical protein	RefSeq:WP_006640590.1, SO:0001217, UniParc:UPI0002B9725B, UniRef:UniRef100_M5NWK5, UniRef:UniRef50_A0A5J6T6A9, UniRef:UniRef90_A0A109WGE9
contig_1	cds	7489	7692	+	IKAEJK_00050		hypothetical protein	RefSeq:WP_041336989.1, SO:0001217, UniParc:UPI00059E63E1, UniRef:UniRef100_UPI00059E63E1, UniRef:UniRef50_UPI00178C9672, UniRef:UniRef90_UPI00178C9672
contig_1	cds	7727	7966	+	IKAEJK_00055		DUF3108 domain-containing protein	RefSeq:WP_213417634.1, SO:0001217, UniParc:UPI001BD02A92, UniRef:UniRef100_UPI001BD02A92, UniRef:UniRef50_A0A6H3BBA2, UniRef:UniRef90_A0A6H3BBA2
contig_1	cds	7966	8238	+	IKAEJK_00060		DUF4176 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6H3BCN0, UniRef:UniRef90_A0A6H3BCN0
contig_1	cds	8271	8597	+	IKAEJK_00065		DUF4269 domain-containing protein	RefSeq:WP_003230992.1, SO:0001217, UniParc:UPI00022D8A18, UniRef:UniRef100_G4EV98, UniRef:UniRef50_A0A7G5CIR8, UniRef:UniRef90_A0A7G5CHS0
contig_1	cds	8700	8897	+	IKAEJK_00070		Transferred entry: 5-62-1	RefSeq:WP_032677195.1, SO:0001217, UniParc:UPI0003006CD5, UniRef:UniRef100_A0A7G5CHS1, UniRef:UniRef50_A0A7G5CHS1, UniRef:UniRef90_A0A7G5CHS1
