gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
FMHBECSW_CDS_0001	3	608	+	MW749003	-211888.05758778835	32359	452.0	1.0	9.485e-148	NC_016163_p144	32359	410.237701	3.1425507177085655e-123	No_custom_HMM	No_custom_HMM	No_custom_HMM	32359	PHANOTATE_1.5.1	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0002	824	681	-	MW749003	-1.638385834918275	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0003	1172	1014	-	MW749003	-4.130343558220551	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0004	1223	1315	+	MW749003	-2.753974429064165	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0005	1597	1716	+	MW749003	-3.111746665086812	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0006	1749	1844	+	MW749003	-2.633105829216142	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0007	1930	1841	-	MW749003	-1.2317336932684328	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0008	1991	3205	+	MW749003	-1374637866189311.0	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	24361	34.210915	4.0223771983746884e-08	No_custom_HMM	No_custom_HMM	No_custom_HMM	24361	PHANOTATE_1.5.1	CDS	#3e83f6	terminase	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0009	3315	4085	+	MW749003	-17890336817.7459	24670	545.0	1.0	4.0259999999999996e-179	NC_031039_p122	24670	485.860016	6.139371751508621e-146	No_custom_HMM	No_custom_HMM	No_custom_HMM	24670	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0010	4106	4816	+	MW749003	-254720511.24899337	27305	471.0	0.946	8.679000000000001e-154	NC_031039_p123	27305	436.604919	3.6754930010331477e-131	No_custom_HMM	No_custom_HMM	No_custom_HMM	27305	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0011	4917	5663	+	MW749003	-27930993.618291337	2926	195.0	0.439	4.178e-58	NC_031043_p226	2926	214.608871	2.890322633689149e-63	No_custom_HMM	No_custom_HMM	No_custom_HMM	2926	PHANOTATE_1.5.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0012	5729	8692	+	MW749003	-3.61734838767033e+30	19666	2162.0	1.0	0.0	MF360957_p13	19666	2004.035645	0.0	No_custom_HMM	No_custom_HMM	No_custom_HMM	19666	PHANOTATE_1.5.1	CDS	#07e9a2	tail sheath	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0013	8802	9599	+	MW749003	-44340860.96057265	21257	533.0	1.0	5.325e-175	NC_016163_p151	21257	553.846252	1.0697275665030253e-166	No_custom_HMM	No_custom_HMM	No_custom_HMM	21257	PHANOTATE_1.5.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0014	11864	9651	-	MW749003	-7.745603469515946e+22	3004	292.0	0.268	6.905e-83	MG720308_p141	3004	432.643555	7.532827430630796e-129	No_custom_HMM	No_custom_HMM	No_custom_HMM	3004	PHANOTATE_1.5.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0015	12650	11934	-	MW749003	-24898248.600432143	24231	516.0	1.0	5.2139999999999996e-169	MF360957_p16	24231	443.711975	3.0547720660023186e-133	No_custom_HMM	No_custom_HMM	No_custom_HMM	24231	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0016	12986	12708	-	MW749003	-247.75725401070508	22862	81.0	0.472	1.638e-21	NC_001884_p95	22862	79.50518	3.5455213157929513e-22	No_custom_HMM	No_custom_HMM	No_custom_HMM	22862	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0017	13215	13000	-	MW749003	-260.4691537667635	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0018	13426	13226	-	MW749003	-252.3015211639861	29831	152.0	1.0	2.7140000000000002e-46	MF360957_p17	29831	142.579636	7.012835248565509e-42	No_custom_HMM	No_custom_HMM	No_custom_HMM	29831	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0019	14069	13476	-	MW749003	-9782490.068578117	2259	128.0	0.427	1.4990000000000001e-36	NC_019407_p63	2259	208.997086	8.668496422983826e-62	No_custom_HMM	No_custom_HMM	No_custom_HMM	2259	PHANOTATE_1.5.1	CDS	#ffdf59	Rnase H	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0020	15747	14083	-	MW749003	-5.225183019789857e+19	3011	696.0	0.64	8.54e-226	NC_031039_p131	3011	425.776337	5.9836141787272975e-127	No_custom_HMM	No_custom_HMM	No_custom_HMM	3011	PHANOTATE_1.5.1	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0021	15724	15813	+	MW749003	-1.2053049806079972	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0022	16162	15908	-	MW749003	-579.8754495223842	37561	207.0	1.0	2.928e-65	NC_031039_p132	37561	186.841858	1.0876852463401122e-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	37561	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0023	16570	16190	-	MW749003	-595766.3849599881	11750	212.0	0.81	2.604e-66	NC_025424_p12	11750	191.965927	7.33148670213149e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	11750	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0024	16747	16634	-	MW749003	-136.8109259732428	25399	68.0	0.952	4.019e-17	MF360957_p22	25399	58.008671	1.5436138776231561e-15	No_custom_HMM	No_custom_HMM	No_custom_HMM	25399	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0025	17024	16758	-	MW749003	-8.633271975333178	34549	189.0	1.0	1.6789999999999999e-59	MF360957_p23	34549	174.236679	9.2843026354148e-52	No_custom_HMM	No_custom_HMM	No_custom_HMM	34549	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0026	17539	17039	-	MW749003	-30.898966636069023	30272	389.0	1.0	9.593e-127	MF360957_p25	30272	350.870636	2.2919049450887114e-105	No_custom_HMM	No_custom_HMM	No_custom_HMM	30272	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0027	20286	17551	-	MW749003	-7.864677016989229e+31	77	47.0	0.188	2.778e-07	p104273 VI_00628	77	404.704346	2.3538586272335504e-120	No_custom_HMM	No_custom_HMM	No_custom_HMM	77	PHANOTATE_1.5.1	CDS	#ffdf59	SbcC-like subunit of palindrome specific endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0028	20514	20374	-	MW749003	-119.6631723995305	17723	74.0	0.824	6.521e-20	p254386 VI_04437	17723	89.706512	1.7272061364734947e-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	17723	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
FMHBECSW_CDS_0029	21384	20698	-	MW749003	-81461448.7299371	27823	472.0	0.977	2.308e-154	MF360957_p29	27823	422.132843	1.1053230070772041e-126	No_custom_HMM	No_custom_HMM	No_custom_HMM	27823	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
