# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1	1080	-	CGFCKD_00005	xerD	Site-specific recombinase XerD	COG:COG4974, COG:L, RefSeq:WP_000264736.1, SO:0001217, UniParc:UPI00000E2916, UniRef:UniRef100_Q8E120, UniRef:UniRef50_A0A4D6AAV8, UniRef:UniRef90_A0A0H1NNT5
contig_1	cds	1203	1406	-	CGFCKD_00010		Phage protein	RefSeq:WP_000505363.1, SO:0001217, UniParc:UPI00000E2917, UniRef:UniRef100_A0A0H1CEE8, UniRef:UniRef50_I0S8Z4, UniRef:UniRef90_A0A0H1CEE8
contig_1	cds	1509	2066	-	CGFCKD_00015		RelA-SpoT domain-containing protein	RefSeq:WP_000891067.1, SO:0001217, UniParc:UPI00000E2918, UniRef:UniRef100_A0A0H1D2C3, UniRef:UniRef50_Q8DTW4, UniRef:UniRef90_A0A0E4H7M8
contig_1	cds	2068	2865	-	CGFCKD_00020		Phage repressor protein C, contains Cro/C1-type HTH and peptisase s24 domains	COG:COG2932, COG:X, RefSeq:WP_000550055.1, SO:0001217, UniParc:UPI00000E2919, UniRef:UniRef100_Q8E117, UniRef:UniRef50_A0A1Q8E6G0, UniRef:UniRef90_Q8E117
contig_1	cds	3029	3130	+	CGFCKD_00025		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A239WYU8, UniRef:UniRef90_A0A448DC64
contig_1	cds	3226	3369	+	CGFCKD_00030		Phage protein	RefSeq:WP_000392846.1, SO:0001217, UniParc:UPI00000E291A, UniRef:UniRef100_A0A5N0LIV1, UniRef:UniRef50_A0A1K1KNR4, UniRef:UniRef90_A0A5N0LIV1
contig_1	cds	3366	3590	-	CGFCKD_00035		DUF2188 domain-containing protein	RefSeq:WP_001107539.1, SO:0001217, UniParc:UPI00000E291B, UniRef:UniRef100_A0A0E1EKJ3, UniRef:UniRef50_L0G351, UniRef:UniRef90_A0A0E1EKJ3
contig_1	cds	3649	3807	+	CGFCKD_00040		Phage protein	RefSeq:WP_001104154.1, SO:0001217, UniParc:UPI00000E291C, UniRef:UniRef100_Q8E114, UniRef:UniRef50_Q8E114, UniRef:UniRef90_Q8E114
contig_1	cds	3837	4025	+	CGFCKD_00045		Conserved domain protein	RefSeq:WP_000394501.1, SO:0001217, UniParc:UPI00000E291D, UniRef:UniRef100_Q8E113, UniRef:UniRef50_Q8E113, UniRef:UniRef90_Q8E113
contig_1	cds	4008	4814	-	CGFCKD_00050		DUF4393 domain-containing protein	RefSeq:WP_000573030.1, SO:0001217, UniParc:UPI00000E291E, UniRef:UniRef100_Q8E112, UniRef:UniRef50_Q8E112, UniRef:UniRef90_Q8E112
contig_1	cds	4866	5057	+	CGFCKD_00055	hipB	Transcriptional regulator, contains XRE-family HTH domain	COG:COG1396, COG:K, RefSeq:WP_001183891.1, SO:0001217, UniParc:UPI00000E291F, UniRef:UniRef100_Q8E111, UniRef:UniRef50_Q8E111, UniRef:UniRef90_Q8E111
contig_1	cds	5125	5874	+	CGFCKD_00060	kilAC	Phage antirepressor protein YoqD, KilAC domain	COG:COG3645, COG:X, KEGG:K07741, RefSeq:WP_001072518.1, SO:0001217, UniParc:UPI00000E2920, UniRef:UniRef100_Q8E110, UniRef:UniRef50_A0A1Q6J969, UniRef:UniRef90_Q8E110
contig_1	cds	5886	6029	+	CGFCKD_00065		Phage protein	RefSeq:WP_001247544.1, SO:0001217, UniParc:UPI00000E2921, UniRef:UniRef100_J7KIV4, UniRef:UniRef50_A0A3P0YCE8, UniRef:UniRef90_A0A3P0YCE8
contig_1	cds	6179	6409	+	CGFCKD_00070		Phage protein	RefSeq:WP_000879943.1, SO:0001217, UniParc:UPI00000E2922, UniRef:UniRef100_Q8E108, UniRef:UniRef50_Q8E108, UniRef:UniRef90_Q8E108
contig_1	cds	6547	6771	+	CGFCKD_00075		Phage protein	RefSeq:WP_000431178.1, SO:0001217, UniParc:UPI00000E2923, UniRef:UniRef100_Q8E107, UniRef:UniRef50_A0A1L8MJX6, UniRef:UniRef90_A0A7Z0VGE1
contig_1	cds	6782	7642	+	CGFCKD_00080	dnaD	DnaD domain protein	RefSeq:WP_000774716.1, SO:0001217, UniParc:UPI00000E2924, UniRef:UniRef100_Q8E106, UniRef:UniRef50_Q8E106, UniRef:UniRef90_Q8E106
contig_1	cds	7623	7856	+	CGFCKD_00085		Phage protein	RefSeq:WP_000371783.1, SO:0001217, UniParc:UPI00000E2925, UniRef:UniRef100_Q8E105, UniRef:UniRef50_Q99QB4, UniRef:UniRef90_Q99QB4
