# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	398	841	+	GFOMGO_00005		reverse transcriptase domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001FBB046E, UniRef:UniRef90_UPI001FBB046E
contig_1	cds	980	2605	+	GFOMGO_00010		TIGR04141 family sporadically distributed protein	SO:0001217, UniRef:UniRef50_R6EML8, UniRef:UniRef90_UPI00157073ED
contig_1	cds	2691	4004	+	GFOMGO_00015		hypothetical protein	RefSeq:WP_173859549.1, SO:0001217, UniParc:UPI00156D880B, UniRef:UniRef100_UPI00156D880B, UniRef:UniRef50_UPI00156D880B, UniRef:UniRef90_UPI00156D880B
contig_1	cds	4576	5910	+	GFOMGO_00020		AAA-15 domain-containing protein	RefSeq:WP_118594924.1, SO:0001217, UniParc:UPI000E489490, UniRef:UniRef100_A0A416U7C2, UniRef:UniRef50_A0A1Y3YFU7, UniRef:UniRef90_A0A416RUS2
contig_1	cds	5910	6332	+	GFOMGO_00025		Tn7-Tnp-TnsA-N domain-containing protein	RefSeq:WP_118594923.1, SO:0001217, UniParc:UPI000E5085B0, UniRef:UniRef100_A0A416U8F5, UniRef:UniRef50_A0A174VKQ4, UniRef:UniRef90_A0A174VKQ4
contig_1	cds	6594	6935	+	GFOMGO_00030		Reductase	RefSeq:WP_118666430.1, SO:0001217, UniParc:UPI000E489D53, UniRef:UniRef100_A0A8B3CJ16, UniRef:UniRef50_G1WIQ1, UniRef:UniRef90_G5GGG6
contig_1	cds	6961	7662	+	GFOMGO_00035		SprT-like domain-containing protein	SO:0001217, UniRef:UniRef50_B5CRN1, UniRef:UniRef90_A0A174VHB6
contig_1	cds	7741	8604	+	GFOMGO_00040		Class C beta-lactamase-related serine hydrolase	RefSeq:WP_055228665.1, SO:0001217, UniParc:UPI0006C4DDE2, UniRef:UniRef100_A0A416RV31, UniRef:UniRef50_S2KW34, UniRef:UniRef90_A0A416RV31
contig_1	cds	8819	9169	+	GFOMGO_00045		Regulatory protein spx	RefSeq:WP_022462799.1, SO:0001217, UniParc:UPI00033A7B03, UniRef:UniRef100_A0A174JGN1, UniRef:UniRef50_A0A0M6X362, UniRef:UniRef90_A0A174JGN1
contig_1	cds	9285	10445	+	GFOMGO_00050	cytX	Putative hydroxymethylpyrimidine transporter CytX	RefSeq:WP_022462800.1, SO:0001217, UniParc:UPI00033678E6, UniRef:UniRef100_A0A174J9G2, UniRef:UniRef50_R5Z614, UniRef:UniRef90_A6BIJ1
