locus_tag	ftype	length_bp	gene	EC_number	COG	product
MN091626_00001	CDS	2988				unannotated protein
MN091626_00002	CDS	981				unannotated protein
MN091626_00003	CDS	1743				unannotated protein
MN091626_00004	CDS	1143				unannotated protein
MN091626_00005	CDS	384				unannotated protein
MN091626_00006	CDS	477				unannotated protein
MN091626_00007	CDS	900				unannotated protein
MN091626_00008	CDS	4956				unannotated protein
MN091626_00009	CDS	5244				unannotated protein
MN091626_00010	CDS	660				unannotated protein
MN091626_00011	CDS	1467				unannotated protein
MN091626_00012	CDS	1311				unannotated protein
MN091626_00013	CDS	153				unannotated protein
MN091626_00014	CDS	333				unannotated protein
MN091626_00015	CDS	1503				unannotated protein
MN091626_00016	CDS	825				unannotated protein
MN091626_00017	CDS	1182				unannotated protein
MN091626_00018	CDS	708				unannotated protein
MN091626_00019	CDS	738				unannotated protein
MN091626_00020	CDS	573				unannotated protein
MN091626_00021	CDS	930				unannotated protein
MN091626_00022	CDS	933				unannotated protein
MN091626_00023	CDS	1332				unannotated protein
MN091626_00024	CDS	420				unannotated protein
MN091626_00025	CDS	1542				unannotated protein
MN091626_00026	CDS	864				unannotated protein
MN091626_00027	CDS	762				unannotated protein
MN091626_00028	CDS	894				unannotated protein
MN091626_00029	CDS	390				unannotated protein
MN091626_00030	CDS	339				unannotated protein
MN091626_00031	CDS	783				unannotated protein
MN091626_00032	CDS	336				unannotated protein
MN091626_00033	CDS	816				unannotated protein
MN091626_00034	CDS	552				unannotated protein
MN091626_00035	CDS	432				unannotated protein
MN091626_00036	CDS	372				unannotated protein
MN091626_00037	CDS	534				unannotated protein
MN091626_00038	CDS	3555				unannotated protein
MN091626_00039	CDS	180				unannotated protein
MN091626_00040	CDS	1740				unannotated protein
MN091626_00041	CDS	309				unannotated protein
MN091626_00042	CDS	429				unannotated protein
MN091626_00043	CDS	150				unannotated protein
MN091626_00044	CDS	246				unannotated protein
MN091626_00045	CDS	348				unannotated protein
MN091626_00046	CDS	288				unannotated protein
MN091626_00047	CDS	264				unannotated protein
MN091626_00048	CDS	375				unannotated protein
MN091626_00049	CDS	594				unannotated protein
MN091626_00050	CDS	384				unannotated protein
MN091626_00051	CDS	777				unannotated protein
MN091626_00052	CDS	1095				unannotated protein
MN091626_00053	CDS	1164				unannotated protein
MN091626_00054	CDS	837				unannotated protein
MN091626_00055	CDS	390				unannotated protein
MN091626_00056	CDS	1095				unannotated protein
MN091626_00057	CDS	1407				unannotated protein
MN091626_00058	CDS	318				unannotated protein
MN091626_00059	CDS	543				unannotated protein
MN091626_00060	CDS	141				unannotated protein
MN091626_00061	CDS	174				unannotated protein
MN091626_00062	CDS	192				unannotated protein
MN091626_00063	CDS	270				unannotated protein
MN091626_00064	CDS	1302				unannotated protein
MN091626_00065	CDS	2142				unannotated protein
MN091626_00066	CDS	555				unannotated protein
MN091626_00067	CDS	1878				unannotated protein
MN091626_00068	CDS	558				unannotated protein
MN091626_00069	CDS	735				unannotated protein
MN091626_00070	CDS	1170				unannotated protein
MN091626_00071	CDS	228				unannotated protein
MN091626_00072	CDS	1992				unannotated protein
MN091626_00073	CDS	447				unannotated protein
MN091626_00074	CDS	456				unannotated protein
MN091626_00075	CDS	459				unannotated protein
MN091626_00076	CDS	450				unannotated protein
MN091626_00077	CDS	450				unannotated protein
MN091626_00078	CDS	417				unannotated protein
MN091626_00079	CDS	654				unannotated protein
MN091626_00080	CDS	294				unannotated protein
MN091626_00081	CDS	216				unannotated protein
MN091626_00082	CDS	384				unannotated protein
MN091626_00083	CDS	309				unannotated protein
MN091626_00084	CDS	303				unannotated protein
MN091626_00085	CDS	1623				unannotated protein
MN091626_00086	CDS	1311				unannotated protein
MN091626_00087	CDS	633				unannotated protein
MN091626_00088	CDS	1053				unannotated protein
MN091626_00089	CDS	501				unannotated protein
MN091626_00090	CDS	621				unannotated protein
MN091626_00091	CDS	732				unannotated protein
MN091626_00092	CDS	246				unannotated protein
MN091626_00093	CDS	279				unannotated protein
MN091626_00094	CDS	624				unannotated protein
MN091626_00095	CDS	171				unannotated protein
MN091626_00096	CDS	315				unannotated protein
MN091626_00097	CDS	147				unannotated protein
MN091626_00098	CDS	183				unannotated protein
MN091626_00099	CDS	303				unannotated protein
MN091626_00100	CDS	237				unannotated protein
MN091626_00101	CDS	201				unannotated protein
MN091626_00102	CDS	108				unannotated protein
MN091626_00103	CDS	507				unannotated protein
MN091626_00104	CDS	468				unannotated protein
MN091626_00105	CDS	477				unannotated protein
MN091626_00106	CDS	246				unannotated protein
MN091626_00107	CDS	690				unannotated protein
MN091626_00108	CDS	531				unannotated protein
MN091626_00109	CDS	498				unannotated protein
MN091626_00110	CDS	540				unannotated protein
MN091626_00111	CDS	624				unannotated protein
MN091626_00112	CDS	465				unannotated protein
MN091626_00113	CDS	459				unannotated protein
MN091626_00114	CDS	471				unannotated protein
MN091626_00115	CDS	342				unannotated protein
MN091626_00116	CDS	486				unannotated protein
MN091626_00117	CDS	294				unannotated protein
MN091626_00118	CDS	612				unannotated protein
MN091626_00119	CDS	549				unannotated protein
MN091626_00120	CDS	534				unannotated protein
MN091626_00121	CDS	774				unannotated protein
MN091626_00122	CDS	660				unannotated protein
MN091626_00123	CDS	711				unannotated protein
MN091626_00124	CDS	567				unannotated protein
MN091626_00125	CDS	459				unannotated protein
MN091626_00126	CDS	2997				unannotated protein
MN091626_00127	CDS	507				unannotated protein
MN091626_00128	CDS	633				unannotated protein
MN091626_00129	CDS	537				unannotated protein
MN091626_00130	CDS	561				unannotated protein
MN091626_00131	CDS	495				unannotated protein
MN091626_00132	CDS	366				unannotated protein
MN091626_00133	CDS	354				unannotated protein
MN091626_00134	CDS	7995				unannotated protein
MN091626_00135	CDS	423				unannotated protein
MN091626_00136	CDS	1176				unannotated protein
MN091626_00137	CDS	789				unannotated protein
MN091626_00138	CDS	645				unannotated protein
MN091626_00139	CDS	2544				unannotated protein
MN091626_00140	CDS	837				unannotated protein
MN091626_00141	CDS	219				unannotated protein
MN091626_00142	CDS	669				unannotated protein
MN091626_00143	CDS	585				unannotated protein
MN091626_00144	CDS	714				unannotated protein
MN091626_00145	CDS	843				unannotated protein
MN091626_00146	CDS	1011				unannotated protein
MN091626_00147	CDS	687				unannotated protein
MN091626_00148	CDS	1605				unannotated protein
MN091626_00149	CDS	1155				unannotated protein
MN091626_00150	CDS	813				unannotated protein
MN091626_00151	CDS	1101				unannotated protein
MN091626_00152	CDS	1239				unannotated protein
MN091626_00153	CDS	792				unannotated protein
MN091626_00154	CDS	747				unannotated protein
MN091626_00155	CDS	240				unannotated protein
MN091626_00156	CDS	201				unannotated protein
MN091626_00157	CDS	405				unannotated protein
MN091626_00158	CDS	2202				unannotated protein
MN091626_00159	CDS	219				unannotated protein
MN091626_00160	CDS	1071				unannotated protein
MN091626_00161	CDS	747				unannotated protein
MN091626_00162	CDS	195				unannotated protein
MN091626_00163	CDS	3153				unannotated protein
MN091626_00164	CDS	807				unannotated protein
MN091626_00165	CDS	2166				unannotated protein
MN091626_00166	CDS	1491				unannotated protein
MN091626_00167	CDS	5880				unannotated protein
MN091626_00168	CDS	5979				unannotated protein
MN091626_00169	CDS	654				unannotated protein
MN091626_00170	CDS	912				unannotated protein
MN091626_00171	CDS	1209				unannotated protein
MN091626_00172	CDS	252				unannotated protein
MN091626_00173	CDS	198				unannotated protein
MN091626_00174	CDS	456				unannotated protein
MN091626_00175	CDS	279				unannotated protein
MN091626_00176	CDS	276				unannotated protein
MN091626_00177	CDS	273				unannotated protein
MN091626_00178	CDS	228				unannotated protein
MN091626_00179	CDS	192				unannotated protein
MN091626_00180	CDS	2229				unannotated protein
MN091626_00181	CDS	1545				unannotated protein
MN091626_00182	CDS	1926				unannotated protein
MN091626_00183	CDS	2064				unannotated protein
MN091626_00184	CDS	1188				unannotated protein
MN091626_00185	CDS	714				unannotated protein
MN091626_00186	CDS	660				unannotated protein
MN091626_00187	CDS	612				unannotated protein
MN091626_00188	CDS	642				unannotated protein
MN091626_00189	CDS	276				unannotated protein
MN091626_00190	CDS	1935				unannotated protein
MN091626_00191	CDS	552				unannotated protein
MN091626_00192	CDS	720				unannotated protein
MN091626_00193	CDS	1512				unannotated protein
MN091626_00194	CDS	1710				unannotated protein
MN091626_00195	CDS	300				unannotated protein
MN091626_00196	CDS	483				unannotated protein
MN091626_00197	CDS	702				unannotated protein
MN091626_00198	CDS	492				unannotated protein
MN091626_00199	CDS	177				unannotated protein
MN091626_00200	CDS	654				unannotated protein
MN091626_00201	CDS	609				unannotated protein
MN091626_00202	CDS	621				unannotated protein
MN091626_00203	CDS	564				unannotated protein
MN091626_00204	CDS	624				unannotated protein
MN091626_00205	CDS	612				unannotated protein
MN091626_00206	CDS	780				unannotated protein
MN091626_00207	CDS	366				unannotated protein
MN091626_00208	CDS	126				unannotated protein
MN091626_00209	CDS	402				unannotated protein
MN091626_00210	CDS	777				unannotated protein
MN091626_00211	CDS	810				unannotated protein
MN091626_00212	CDS	741				unannotated protein
MN091626_00213	CDS	798				unannotated protein
MN091626_00214	CDS	2736				unannotated protein
MN091626_00215	CDS	288				unannotated protein
MN091626_00216	CDS	153				unannotated protein
MN091626_00217	CDS	513				unannotated protein
MN091626_00218	CDS	123				unannotated protein
MN091626_00219	CDS	540				unannotated protein
MN091626_00220	CDS	1191				unannotated protein
MN091626_00221	CDS	783				unannotated protein
MN091626_00222	CDS	2448				unannotated protein
MN091626_00223	CDS	1914				unannotated protein
MN091626_00224	CDS	294				unannotated protein
MN091626_00225	CDS	447				unannotated protein
MN091626_00226	CDS	1548				unannotated protein
MN091626_00227	CDS	711				unannotated protein
MN091626_00228	CDS	657				unannotated protein
MN091626_00229	CDS	600				unannotated protein
MN091626_00230	CDS	1245				unannotated protein
MN091626_00231	CDS	837				unannotated protein
MN091626_00232	CDS	1671				unannotated protein
MN091626_00233	CDS	549				unannotated protein
MN091626_00234	CDS	798				unannotated protein
MN091626_00235	CDS	951				unannotated protein
MN091626_00236	CDS	2340				unannotated protein
MN091626_00237	CDS	1926				unannotated protein
MN091626_00238	CDS	1269				unannotated protein
